id	model.x	model.y	lemma	wf	pos	newPos	genre	broadGenre	newBroadGenre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW	wordform	msOct	mcuesOct	mcommOct	determiner	premodifier	postmodifier	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization
church/NNS/br-a10/2051	-0.188782119371153	-0.0584448743243534	church	churches	NNS	NNS	press_reportage	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 to spend from 6- 12 months as apprentices in well-established <font color=green>churches</font> . U. S. Dist. Judge Charles L. Powell denied all motions	2	0	2.18	0	5	churches	b	apprentices		none	well-established	NA	no	no	C	plural	no	no	yes	no	no	no	yes	no	yes
church/NNS/br-a31/1594	-0.102994249937639	0.0609152996758104	church	churches	NNS	NNS	press_reportage	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 than 300 top teenagers and 65 adult advisers from Presbyterian <font color=green>churches</font>  of the area sat enthralled at the four-hour program. This	4	3	2.18	0.75	6	churches	b	Presbyterian;of the area;program;teenagers;adult advisers	modifier and plurality	none	Presbyterian	NA	no	no	C	plural	no	no	no	no	no	yes	yes	no	yes
church/NNS/br-a31/1753	-0.0837082892162487	0.0441797695298528	church	churches	NNS	NNS	press_reportage	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 Auditorium may be set up soon. And to encourage other <font color=green>churches</font>  to try their own programs, Kern said this Sunday 's	3	2	1.04	0.67	8	churches	b	encourage;own programs		other	NA	NA	no	no	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-a31/1806	-0.0232986858346527	0.00686218753687318	church	churches	NNS	NNS	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 special services marking National Christian Family Week in Miami area <font color=green>churches</font>  next week. Of particular meaning to the Charles MacWhorter family	4	3	1.78	0.75	12	churches	c2	Miami area;Chirstian Family Week		none	Miami area	NA	yes	no	D	plural	no	no	no	yes	no	no	yes	no	no
church/NNS/br-b04/1480	-0.00358181311485732	0.0883784587057137	church	churches	NNS	NNS	press_editorial	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 his money and his name: Does it assail schools and <font color=green>churches</font>  with blanket accusations? Does it attack other traditional American institutions	4	3	1.78	0.75	9	churches	b	schools	lower case, no definiteness, plurality, contrasted to another organization (schools, which CAN ALSO BE A BUILDING)	none	NA	NA	no	no	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-b12/2239	0.0368673476996183	-0.0329452344023452	church	Churches	NNS	NNPS	press_editorial	others	informative	B	B	AB	AB	Z	Z	Z	Z	Z	 Methodist Church, Congregational Union, Baptist Union, Presbyterian Church of England, <font color=green>Churches</font>  in Wales, Churches in Ireland, Society of Friends, British and	7	0	2.75	0	6	Churches	a2	in Wales		the	NA	in Wales	no	yes	B	plural	yes	yes	no	no	no	no	no	NA	yes
church/NNS/br-b12/2243	0.0315653797798876	-0.025842554667557	church	Churches	NNS	NNPS	press_editorial	others	informative	B	B	AB	AB	Z	Z	Z	Z	Z	 Union, Baptist Union, Presbyterian Church of England, Churches in Wales, <font color=green>Churches</font>  in Ireland, Society of Friends, British and Foreign Bible Society	2	0	2.73	0	6	Churches	a2	in Ireland		none	NA	in Ireland	no	no	B	plural	yes	yes	no	no	no	no	no	NA	yes
church/NNS/br-b22/1233	-0.12204617616967	-0.0477926638384032	church	Churches	NNS	NNPS	press_editorial	others	informative	B	B	AB	AB	Z	Z	Z	Z	Z	 of five Catholic theologians to attend the World Council of <font color=green>Churches</font>  assembly in New Delhi as`` official'' observers reverses the Church	5	2	2.9	0.4	6	Churches	a2	Catholic theologians;World Council of;assembly		none	NA	NA	no	no	B	plural	yes	no	no	no	no	no	no	NA	yes
church/NNS/br-b22/1326	0.227839074802458	-0.0855774934044635	church	Churches	NNS	NNPS	press_editorial	others	informative	B	B	AB	AB	Z	Z	Z	Z	Z	 pervades the Church 's stance toward the Protestant and Orthodox <font color=green>Churches</font> . Noting all the difficulties that stand in the way of	2	1	2.7	0.5	5	Churches	a2	Protestant;Orthodox	capital letter, definiteness, plurality	the	Protestant and Orthodox	NA	no	yes	B	plural	yes	no	no	no	no	no	no	NA	yes
church/NNS/br-c08/1853	0.0549302846561205	0.033605854536097	church	churches	NNS	NNS	press_reviews	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 the early jazz forms and the music of the Negro <font color=green>churches</font> . To help him on this religious aspect of primitive jazz	4	3	2.06	0.75	8	churches	c2	Negro;music;jazz		the	Negro	NA	yes	yes	C	plural	no	no	no	no	no	yes	yes	no	no
church/NNS/br-d02/548	0.0513246615062156	0.119828764692604	church	churches	NNS	NNS	religion	others	informative	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 observed to characterize the preaching and teaching of the American <font color=green>churches</font> . In the absence of a truly adequate conceptuality in which	3	1	2.32	0.33	7	churches	b	American;preaching;teaching		the	American	NA	no	yes	B	plural	no	no	yes	no	no	no	yes	no	yes
church/NNS/br-d03/1011	-0.249208330203076	0.100162226880656	church	churches	NNS	NNS	religion	others	informative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 often, the sale of 764 chapels''. Most of these former <font color=green>churches</font>  are now used as warehouses, but`` neither Anglicans nor Nonconformists	3	1	1.24	0.33	4	churches	c1	former;chapels;warehouses		these	former	NA	yes	yes	D	plural	no	no	yes	no	no	no	no	no	no
church/NNS/br-d03/1027	0.172528683637739	-0.134369580532346	church	churches	NNS	NNS	religion	others	informative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as warehouses, but`` neither Anglicans nor Nonconformists object to selling <font color=green>churches</font>  to Roman Catholics'', and have done so. While it must	2	1	2.61	0.5	5	churches	c1	selling;warehouses		none	NA	NA	yes	no	D	plural	no	no	no	no	no	no	no	no	no
church/NNS/br-d03/1051	0.029490242257009	0.01400104088298	church	churches	NNS	NNS	religion	others	informative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 be said that these same Protestants have built some new <font color=green>churches</font>  during this period, and that religious population shifts have emptied	4	4	2.19	1	8	churches	c1	Protestants;built;new;emptied		some	new	NA	yes	no	D	plural	no	no	yes	no	no	no	no	no	no
church/NNS/br-d03/1063	0.0440808447137099	0.0308645799662089	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 during this period, and that religious population shifts have emptied <font color=green>churches</font> , a principal reason for this phenomenon of redundancy is that	5	4	2.61	0.8	8	churches	c3	religious population shifts;emptied;redundancy		none	NA	NA	yes	no	?	plural	no	no	no	no	no	no	no	yes	no
church/NNS/br-d03/110	0.0171763765473026	0.0362271463017422	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 was enthusiastically devoted to prayer and discussion by the various <font color=green>churches</font> . Many people seem hopeful, yet it is difficult to predict	5	5	1.86	1	9	churches	a2	devoted to prayer;various		the	various	NA	no	yes	C	plural	no	no	yes	no	no	no	no	NA	yes
church/NNS/br-d03/1472	0.102848554307665	-0.150409155405252	church	churches	NNS	NNS	religion	others	informative	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 thy Son''. A hymn often to be heard in Catholic <font color=green>churches</font>  is`` Faith of our Fathers'', which glories in England 's	3	2	1.54	0.67	4	churches	c3	hymn;heard in;Catholic;England		none	Catholic	NA	yes	no	D	plural	no	no	no	no	no	yes	no	yes	no
church/NNS/br-d03/1884	0.0710738855367568	-0.0792275865140181	church	churches	NNS	NNS	religion	others	informative	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 at least of equal stature in England with the Protestant <font color=green>churches</font> . On successive Sundays during October, 1960, Paul Ferris( a non-Catholic	2	2	2.47	1	8	churches	b	Protestant	I think this continues another occurrence, in which the Catholic church is compared to the protestant churches	the	Protestant	NA	no	yes	B	plural	no	no	no	no	no	yes	yes	no	yes
church/NNS/br-d03/313	0.0738867197126257	-0.0432988516101853	church	Churches	NNS	NNPS	religion	others	informative	B	B	AB	AB	anglican_church%1:14:00::	B2	B	AB	AB	 saying and writing and implying about the Roman and Anglican <font color=green>Churches</font>  and about the present religious state of England. Since the	5	4	1.78	0.8	7	Churches	a2	Roman and Anglican;religious state of England	capital letter, definiteness, plurality	the	Roman and Anglican	NA	no	yes	B	plural	yes	no	no	no	no	yes	no	NA	yes
church/NNS/br-d03/35	0.0849527223065291	-0.0566431524100725	church	Churches	NNS	NNPS	religion	others	informative	B	B	AB	AB	anglican_church%1:14:00::	B2	B	AB	AB	 efforts of only unauthorized individuals of the Roman and Anglican <font color=green>Churches</font> , and urging a communion of prayer unacceptable to Rome, this	5	3	2.66	0.6	7	Churches	a2	Roman;Anglican		the	Roman and Anglican	NA	no	yes	B	plural	yes	no	no	no	no	yes	no	NA	yes
church/NNS/br-d03/779	0.0755453896733847	-0.0856708792491882	church	churches	NNS	NNS	religion	others	informative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 less than ten. From many sides come remarks that Protestant <font color=green>churches</font>  are badly attended and the large medieval cathedrals look all	4	3	2.45	0.75	8	churches	c1	badly attended;large medieval cathedrals;Protestant	opposition to cathedrals	none	Protestant	NA	yes	no	D	plural	no	no	no	no	no	yes	no	no	no
church/NNS/br-d03/849	-0.0423163822903549	-0.00276606281064888	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 admit the great falling off in effective membership in their <font color=green>churches</font> . According to a newspaper report of the 1961 statistics of	2	2	2.22	1	8	churches	b	effective membership;their		their	NA	NA	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-d03/929	-0.176842200871316	-0.042586452343537	church	Churches	NNS	NNPS	religion	others	informative	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 the Manchester Guardian of last November, entitled`` Fate of Redundant <font color=green>Churches</font> '', states than an Archbishops' Commission`` reported last month that in	2	0	2.42	0	6	Churches	c1	Redundant		the	Redundant	NA	yes	yes	D	plural	yes	no	yes	no	no	no	no	no	no
church/NNS/br-d03/952	0.0359537130354571	-0.0726928728418154	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 that in the Church of England alone there are 790 <font color=green>churches</font>  which are redundant now, or will be in 20 years	3	2	2.11	0.67	4	churches	c1	there are;redundant		number	NA	NA	yes	no	D	plural	no	no	no	no	no	no	no	no	no
church/NNS/br-d03/971	-0.19330130534212	0.141756477144108	church	churches	NNS	NNS	religion	others	informative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 will be in 20 years' time. A further 260 Anglican <font color=green>churches</font>  have been demolished since 1948''. And in the last five	1	0	1.1	0	1	churches	c1	Anglican;demolished		number	Anglican	NA	yes	no	D	plural	no	no	no	no	no	yes	no	no	no
church/NNS/br-d05/1536	0.143337299018502	0.177432372926585	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 descended from the founders( among which were still the Unitarian <font color=green>churches</font> ), made explicit from the beginning that the conflict between him	1	0	1.85	0	5	churches	a2	Unitarian		the	Unitarian	NA	no	yes	?	plural	no	no	no	no	no	yes	no	NA	yes
church/NNS/br-d05/1935	-0.210397721593376	0.354771350754564	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 his colleagues know that he intended them:`` Even the Unitarian <font color=green>churches</font>  have caught the malaria, and are worse than those who	2	0	2.16	0	2	churches	b	Unitarian;caught the malaria	only people can catch the malaria, so it must refer to the communities	the	Unitarian	NA	no	yes	C	plural	no	no	no	no	no	yes	yes	no	yes
church/NNS/br-d09/1216	-0.0178762774455832	0.0400025521223762	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 membership training, since this is a recent development in many <font color=green>churches</font> . Those coming from other denominations will welcome the opportunity to	3	2	1.82	0.67	8	churches	b	membership training;denominations		many	NA	NA	no	no	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-d09/181	-0.0567643539661895	0.0151423125120566	church	Churches	NNS	NNPS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 life of the Church. Neglect means spiritual paralysis or death. <font color=green>Churches</font>  that have a carefully planned program of membership preparation and	4	3	1.93	0.75	8	Churches	b	that have;planned program;membership		none	NA	NA	no	no	C	plural	yes	no	no	no	no	no	yes	no	yes
church/NNS/br-d09/1910	-0.0261487969018349	0.0277339335058295	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 This problem is illustrated by the fact that many local <font color=green>churches</font>  drop from the active membership rolls each year as many	4	3	1.99	0.75	7	churches	b	local;membership rolls		many	local	NA	no	no	C	plural	no	no	yes	no	no	no	yes	no	yes
church/NNS/br-d09/1946	-0.0181097022291881	0.0205970684466822	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 some areas where population is expanding, show that numbers of <font color=green>churches</font>  have had little net increase, though many new members were	5	5	1.75	1	11	churches	b	numbers of;members;population		none	NA	NA	no	no	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-d09/502	-0.108257394560273	0.02686563223102	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 sessions of preparation for membership is necessary for adults. Some <font color=green>churches</font>  require more. None should ask less. Those who join the	5	4	2.14	0.8	7	churches	b	membership	plural	some	NA	NA	no	no	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-d09/559	-0.0051198276342673	0.00586386943122941	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 devotion to it if membership requires something of them. Many <font color=green>churches</font>  find the Sunday school hour to be the most practical	4	3	1.52	0.75	13	churches	b	Sunday school;membership		many	NA	NA	no	no	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-d09/891	-0.060091610998476	0.0387339095426707	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 have been found effective. Extend the number of classes. Some <font color=green>churches</font>  have six or more training sessions of two hours each	3	3	1.84	1	8	churches	b	training sessions;classes		some	NA	NA	no	no	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-d10/1095	0.0188000461607103	0.06333899923739	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 Asians tend to consider not only missions but the local <font color=green>churches</font>  they have produced as centers and agents of Western culture	4	4	2.16	1	10	churches	b	local		the	local	NA	no	yes	C	plural	no	no	yes	no	no	no	yes	no	yes
church/NNS/br-d10/2114	0.0127723370840072	0.0778230230013126	church	Churches	NNS	NNPS	religion	others	informative	B	B	AB	AB	Z	Z	Z	Z	Z	 Newbiggin reflects the dominant position within the World Council of <font color=green>Churches</font>  when he says,`` We must claim absoluteness and finality for	2	1	2.16	0.5	6	Churches	a2	World Council of		none	NA	NA	no	no	B	plural	yes	no	no	no	no	no	no	NA	yes
church/NNS/br-d10/305	-0.0481762814636445	0.278714192872763	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 may have a certain justification, we ought to dispense with <font color=green>churches</font> . The suggestion is naive. Man is at once a gregarious	1	0	1	0	5	churches	b	dispense with;gregarious		none	NA	NA	no	no	?	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-d14/1926	0.22546300392421	-0.0572990937964439	church	churches	NNS	NNS	religion	others	informative	B	B	AB	AB	Z	Z	Z	Z	Z	 John Greenleaf Whittier( 1807- 1892) he eventually attacked the orthodox <font color=green>churches</font>  for what he deemed their cowardly compromising on the slavery	2	1	3.54	0.5	5	churches	a2	attacked;orthodox		the	orthodox	NA	no	yes	B	plural	no	no	no	no	no	yes	no	NA	yes
church/NNS/br-d14/199	0.00224352097899204	-0.0370808446746721	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 proportion, although in 1914 still a minority, were members of <font color=green>churches</font> . Presumably those who did not have a formal church connexion	2	1	2.24	0.5	7	churches	b	members of		none	NA	NA	no	no	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-d14/2203	0.0290139187191832	0.0730667678515644	church	churches	NNS	NNS	religion	others	informative	B	B	AB	AB	Z	Z	Z	Z	Z	 preaching of Lyman Beecher. Although he later broke with the <font color=green>churches</font>  because he believed that they were insufficiently outspoken against social	3	2	1.3	0.67	3	churches	a2	broke with;outspoken	definiteness and specifier; ‘outspoken’ is a cue as far as it’s describing the church (and placing it as an institution)	the	NA	NA	no	yes	B	plural	no	no	no	no	no	no	no	NA	yes
church/NNS/br-d14/457	0.0095750921525145	0.0107043688170279	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 church members mounted, the degree of discipline exercised by the <font color=green>churches</font>  lessened and the trend was towards conformity to the general	3	2	2.6	0.67	7	churches	a2	discipline;exercised by the	plural and agent	the	NA	NA	no	yes	C	plural	no	no	no	no	no	no	no	NA	yes
church/NNS/br-d14/507	-0.0161298318776074	-0.0391512464577266	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 the ethical codes to which the majority subscribed. Thus Baptist <font color=green>churches</font>  on the frontier took cognizance of charges against their members	3	2	2.69	0.67	9	churches	b	Baptist;on the frontier;their members	I’m assuming community level because of ‘their members’ and it talking about many Baptist ones	none	Baptist	NA	no	no	C	plural	no	no	no	no	no	yes	yes	no	yes
church/NNS/br-d17/569	-0.0696543135916747	0.018960573626143	church	churches	NNS	NNS	religion	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 one of my editorial workers wanted to find out how <font color=green>churches</font>  and philanthropic organizations met the needs of New York 's	2	1	1.55	0.5	8	churches	a2	philantropic organizations	the opposition to ‘philantropic organizations’ points to the branch sense i think (could be b?)	none	NA	NA	no	no	C	plural	no	no	no	no	no	no	no	NA	yes
church/NNS/br-f15/1245	0.0919264877664676	-0.00970488320530677	church	churches	NNS	NNS	popular_lore	others	informative	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 Consider what happened during World War 1,, when the Protestant <font color=green>churches</font>  united to push the Prohibition law through Congress. Many of	2	2	2.79	1	8	churches	a2	Protestant;united;push	definiteness, modifier, plural	the	Protestant	NA	no	yes	B	plural	no	no	no	no	no	yes	no	NA	yes
church/NNS/br-f15/1425	0.19661559610187	-0.0266069117286879	church	churches	NNS	NNS	popular_lore	others	informative	B	B	AB	AB	christian_church%1:14:00::	B	B	AB	AB	 turn of the century, contraception was condemned by all Christian <font color=green>churches</font>  as immoral, unnatural and contrary to divine law. This was	5	1	3.21	0.2	5	churches	a2	condemned by;Chirstian;immoral	plural and agent	all	Christian	NA	no	yes	B	plural	no	no	no	no	no	yes	no	NA	yes
church/NNS/br-f15/1455	0.0585344776154071	-0.0278637865872721	church	Churches	NNS	NNPS	popular_lore	others	informative	B	B	AB	AB	orthodox_church%1:14:00::	B1	B	AB	AB	 laws of Christian countries. Today, the Roman Catholic and Orthodox <font color=green>Churches</font>  stand virtually alone in holding that conviction. The various Lambeth	5	5	2.59	1	12	Churches	a2	Roman Catholic;Orthodox;holding that conviction;stand	capital letter, definiteness, plurality, agent	the	Roman Catholic and Orthodox	NA	no	yes	B	plural	yes	no	no	no	no	yes	no	NA	yes
church/NNS/br-f15/1720	-0.0126587702310446	-0.0137645117167232	church	Churches	NNS	NNPS	popular_lore	others	informative	B	B	AB	AB	group%1:03:00::	C	C	C	CDE	 28 members of a committee of the Federal Council of <font color=green>Churches</font>  ratified artificial methods of birth control.`` As to the necessity	4	2	2.44	0.5	7	Churches	a2	Federal Council of	the plural and capitalized wordform is the strongest key	none	NA	NA	no	no	B	plural	yes	no	no	no	no	no	no	NA	yes
church/NNS/br-f15/1887	0.0182354532112907	-0.00986991683331707	church	Churches	NNS	NNPS	popular_lore	others	informative	B	B	AB	AB	group%1:03:00::	C	C	C	CDE	 1961, by the general board of the National Council of <font color=green>Churches</font> , the largest Protestant organization in the US. The board approved	3	3	2.38	1	6	Churches	a2	National Council of;Protestant organization	the plural and capitalized wordform is the strongest key	none	NA	NA	no	no	B	plural	yes	no	no	no	no	no	no	NA	yes
church/NNS/br-f15/1944	-0.0539097995506201	-0.00591832001360435	church	churches	NNS	NNS	popular_lore	others	informative	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 of contraceptives. The general board declared:`` Most of the Protestant <font color=green>churches</font>  hold contraception and periodic continence to be morally right when	4	3	1.86	0.75	7	churches	a2	Protestant;hold;morally right	plural and agent	the	Protestant	NA	no	yes	B	plural	no	no	no	no	no	yes	no	NA	yes
church/NNS/br-f15/1998	0.110702112704706	0.00280493307983775	church	churches	NNS	NNS	popular_lore	others	informative	B	B	AB	AB	christian_church%1:14:00::	B	B	AB	AB	 of conception''. An action once universally condemned by all Christian <font color=green>churches</font>  and forbidden by the civil law is now not only	2	2	2.08	1	9	churches	a2	all Christian;condemend		all	Christian	NA	no	yes	B	plural	no	no	no	no	no	yes	no	NA	yes
church/NNS/br-f15/821	0.113369523684014	-0.0526479546723814	church	Churches	NNS	NNPS	popular_lore	others	informative	B	B	AB	AB	orthodox_catholic_church%1:14:00::	B1	B	AB	AB	 the exception of the Roman Catholic and the Orthodox Catholic <font color=green>Churches</font> , most churches make no moral distinction between rhythm and mechanical	6	6	3.58	1	10	Churches	a2	Roman Catholic;Orthodox Catholic;make no moral distinction		the	Orthodox Catholic	NA	no	yes	B	plural	yes	no	no	no	no	yes	no	NA	yes
church/NNS/br-f15/824	0.117381005398502	-0.0500711557896265	church	churches	NNS	NNS	popular_lore	others	informative	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 of the Roman Catholic and the Orthodox Catholic Churches, most <font color=green>churches</font>  make no moral distinction between rhythm and mechanical or chemical	5	6	3.61	1.2	11	churches	a2	Roman Catholic;Orthodox Catholic Churches;make no moral distinction	plural and agent	most	NA	NA	no	no	B	plural	no	no	no	no	no	no	no	NA	yes
church/NNS/br-f44/1106	0.0305901798585189	0.0500402623526576	church	Churches	NNS	NNPS	popular_lore	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 who will strengthen the social class nucleus of the congregation. <font color=green>Churches</font>  can be strengthened through this process of co-optation so long	5	4	2.47	0.8	6	Churches	b	social class;co-optation;congregation		none	NA	NA	no	no	C	plural	yes	no	no	no	no	no	yes	no	yes
church/NNS/br-f44/1189	-0.0338563327614009	0.00262982333710654	church	churches	NNS	NNS	popular_lore	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and publicity in reaching new members. The proclamation of the <font color=green>churches</font>  is almost totally confined to pastoral contacts by the clergy	7	5	2.48	0.71	8	churches	a2	proclamation of the;members;pastoral contacts	I have the feeling that it’s changing levels from ‘members’ (and ‘co-optation’), could that be the case?	the	NA	NA	no	yes	C	plural	no	no	no	no	no	no	no	NA	yes
church/NNS/br-f44/124	-0.00120578400758215	0.0586312044207676	church	churches	NNS	NNS	popular_lore	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 inner city blight account for the decline of central city <font color=green>churches</font> . Central cities reveal two adverse features for the major denominations	4	4	2.21	1	10	churches	b	decline;central city;denominations		none	central city	NA	no	no	C	plural	no	no	no	yes	no	no	yes	no	yes
church/NNS/br-f44/1262	4.56137206636649e-05	0.0675306984082619	church	churches	NNS	NNS	popular_lore	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 will account for a major share of recruitment by the <font color=green>churches</font> , making it quite evident that the extension of economic integration	2	0	1.88	0	8	churches	b	recruitment	definiteness and plural	the	NA	NA	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-f44/1427	0.0178595455866986	0.0537913011934964	church	churches	NNS	NNS	popular_lore	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 for more than a single generation. The fact that metropolitan <font color=green>churches</font>  of the major denominations have moved approximately every generation for	4	4	2.43	1	10	churches	b	metropolitan;denominations		none	metropolitan	NA	no	no	C	plural	no	no	no	yes	no	no	yes	no	yes
church/NNS/br-f44/1475	0.0208557647578396	0.015513381742807	church	churches	NNS	NNS	popular_lore	others	informative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 in religious life, when one recalls the number of city <font color=green>churches</font>  which deteriorated beyond repair before being abandoned, raises fundamental questions	4	3	1.84	0.75	9	churches	c1	city;deteriorated;repair;abandoned		none	city	NA	yes	no	D	plural	no	no	no	yes	no	no	no	no	no
church/NNS/br-f44/1683	0.059908485798486	0.201528128175933	church	churches	NNS	NNS	popular_lore	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 hopelessly unstable environment. More than creatures of metropolitan forces, the <font color=green>churches</font>  have taken the lead in counteracting the interdependence of metropolitan	2	2	2.66	1	7	churches	b	metropolitan		the	NA	NA	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-f44/1802	0.184959951060989	0.191966819369896	church	churches	NNS	NNS	popular_lore	others	informative	D	D	DE	CDE	church%1:14:00::	B	B	AB	AB	 fight their way into the lower middle-class suburbs, and the <font color=green>churches</font>  will experience the same decay and rebuilding cycle which has	3	2	3.01	0.67	7	churches	c1	middle-class suburbs;decay;rebuilding;cycle		the	NA	NA	yes	yes	?	plural	no	no	no	no	no	no	no	no	no
church/NNS/br-f44/1918	0.0775002556987017	0.0489061006663989	church	churches	NNS	NNS	popular_lore	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 of middle-class culture could lead to various projections for the <font color=green>churches</font> . It could be argued that any fellowship which centers in	3	3	2.69	1	6	churches	b	middle-class culture;fellowship		the	NA	NA	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-f44/2015	0.0965924966555962	0.126843962125468	church	churches	NNS	NNS	popular_lore	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 next chapter to the style of association in the denominational <font color=green>churches</font> ; this style is characteristically an expression of the communal style	3	1	2.31	0.33	5	churches	b	association;denominational;communal style		the	denominational	NA	no	yes	C	plural	no	no	no	no	no	yes	yes	no	yes
church/NNS/br-f44/2181	-0.0316751518734325	0.163824514133626	church	churches	NNS	NNS	popular_lore	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 have fashioned the iron cage of conformity which imprisons the <font color=green>churches</font>  in their suburban captivity. The perplexing question still remains as	2	1	1.91	0.5	5	churches	b	suburban capitvity		the	NA	NA	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-f44/2201	0.0240586552607502	0.058925265471852	church	churches	NNS	NNS	popular_lore	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 remains as to why the middle classes turn to the <font color=green>churches</font>  as a vehicle of social identity when their clubs and	5	5	2.15	1	8	churches	b	middle classes;turn to the;social identity;clubs	opposition to clubs; reference to social identity	the	NA	NA	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes
church/NNS/br-f44/343	0.069278852704835	0.123982342510497	church	churches	NNS	NNS	popular_lore	others	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 moreover, residential mobility is so high in metropolitan areas that <font color=green>churches</font>  have to recruit constantly in their core stratum in order	5	3	2.34	0.6	8	churches	b	metropolitan areas;recruit	lower case, no definiteness, plurality	none	NA	NA	no	no	C	plural	no	no	no	no	no	no	yes	no	yes
