cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_1	ann_3	ann_2	votes	conc_distance	conc_id
hoop/noun/algemeen_dagblad_20000916_157/21/L2	hoop/noun/algemeen_dagblad_20000916_157/21	L2	vooral	adv	vooral/adv	vooral	True	L	3	-0.08276156	333204	492	FALSE	FALSE	FALSE	0	3	hoop/noun/algemeen_dagblad_20000916_157/21/L2
hoop/noun/algemeen_dagblad_20000916_157/21/L3	hoop/noun/algemeen_dagblad_20000916_157/21	L3	maar	vg	maar/vg	maar	True	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0	4	hoop/noun/algemeen_dagblad_20000916_157/21/L3
hoop/noun/algemeen_dagblad_20000916_157/21/L4	hoop/noun/algemeen_dagblad_20000916_157/21	L4	,	punct	,/punct	,	True	L	5	NA	NA	NA	FALSE	FALSE	FALSE	0	5	hoop/noun/algemeen_dagblad_20000916_157/21/L4
hoop/noun/algemeen_dagblad_20000916_157/21/L5	hoop/noun/algemeen_dagblad_20000916_157/21	L5	regent	noun	regent/noun	regenten	True	L	6	0.4292237	1225	3	FALSE	FALSE	FALSE	0	6	hoop/noun/algemeen_dagblad_20000916_157/21/L5
hoop/noun/algemeen_dagblad_20000916_157/21/L6	hoop/noun/algemeen_dagblad_20000916_157/21	L6	oud	adj	oud/adj	oude	True	L	7	-0.24050639999999998	243584	305	FALSE	FALSE	FALSE	0	7	hoop/noun/algemeen_dagblad_20000916_157/21/L6
hoop/noun/algemeen_dagblad_20000916_157/21/L7	hoop/noun/algemeen_dagblad_20000916_157/21	L7	en	vg	en/vg	en	True	L	8	NA	NA	NA	FALSE	FALSE	FALSE	0	8	hoop/noun/algemeen_dagblad_20000916_157/21/L7
hoop/noun/algemeen_dagblad_20000916_157/21/L8	hoop/noun/algemeen_dagblad_20000916_157/21	L8	rekening	noun	rekening/noun	rekeningen	True	L	9	-0.53034866	66007	62	FALSE	FALSE	FALSE	0	9	hoop/noun/algemeen_dagblad_20000916_157/21/L8
hoop/noun/algemeen_dagblad_20000916_157/21/L9	hoop/noun/algemeen_dagblad_20000916_157/21	L9	sta_open	adj	sta_open/adj	openstaande	True	L	10	0.54874796	1812	5	FALSE	FALSE	FALSE	0	10	hoop/noun/algemeen_dagblad_20000916_157/21/L9
hoop/noun/algemeen_dagblad_20000916_157/21/L10	hoop/noun/algemeen_dagblad_20000916_157/21	L10	van	prep	van/prep	van	True	L	11	-0.22584037	12638933	16079	FALSE	FALSE	FALSE	0	11	hoop/noun/algemeen_dagblad_20000916_157/21/L10
hoop/noun/algemeen_dagblad_20000916_157/21/L11	hoop/noun/algemeen_dagblad_20000916_157/21	L11	,	punct	,/punct	,	True	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0	12	hoop/noun/algemeen_dagblad_20000916_157/21/L11
hoop/noun/algemeen_dagblad_20000916_157/21/L12	hoop/noun/algemeen_dagblad_20000916_157/21	L12	boete	noun	boete/noun	boete	True	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0	13	hoop/noun/algemeen_dagblad_20000916_157/21/L12
hoop/noun/algemeen_dagblad_20000916_157/21/L13	hoop/noun/algemeen_dagblad_20000916_157/21	L13	en	vg	en/vg	en	True	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0	14	hoop/noun/algemeen_dagblad_20000916_157/21/L13
hoop/noun/algemeen_dagblad_20000916_157/21/L14	hoop/noun/algemeen_dagblad_20000916_157/21	L14	schuld	noun	schuld/noun	schuld	True	L	15	0.16823058	39291	74	FALSE	FALSE	FALSE	0	15	hoop/noun/algemeen_dagblad_20000916_157/21/L14
hoop/noun/algemeen_dagblad_20000916_157/21/L15	hoop/noun/algemeen_dagblad_20000916_157/21	L15	van	prep	van/prep	van	True	L	16	-0.22584037	12638933	16079	FALSE	FALSE	FALSE	0	16	hoop/noun/algemeen_dagblad_20000916_157/21/L15
hoop/noun/algemeen_dagblad_20000916_157/21/R0	hoop/noun/algemeen_dagblad_20000916_157/21	R0	-	punct	-/punct	-	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	0	1	hoop/noun/algemeen_dagblad_20000916_157/21/R0
hoop/noun/algemeen_dagblad_20000916_157/21/R1	hoop/noun/algemeen_dagblad_20000916_157/21	R1	ze	pron	ze/pron	ze	True	R	2	0.18397933	1808509	3485	FALSE	FALSE	FALSE	0	2	hoop/noun/algemeen_dagblad_20000916_157/21/R1
hoop/noun/algemeen_dagblad_20000916_157/21/R2	hoop/noun/algemeen_dagblad_20000916_157/21	R2	ben	verb	ben/verb	zijn	True	R	3	0.033185802	9938754	16385	FALSE	FALSE	FALSE	0	3	hoop/noun/algemeen_dagblad_20000916_157/21/R2
hoop/noun/algemeen_dagblad_20000916_157/21/R3	hoop/noun/algemeen_dagblad_20000916_157/21	R3	gisteren	adv	gisteren/adv	gisteren	True	R	4	0.01489411	320152	512	FALSE	FALSE	FALSE	0	4	hoop/noun/algemeen_dagblad_20000916_157/21/R3
hoop/noun/algemeen_dagblad_20000916_157/21/R4	hoop/noun/algemeen_dagblad_20000916_157/21	R4	met	prep	met/prep	met	True	R	5	-0.16139536	4230163	5745	FALSE	FALSE	FALSE	0	5	hoop/noun/algemeen_dagblad_20000916_157/21/R4
hoop/noun/algemeen_dagblad_20000916_157/21/R5	hoop/noun/algemeen_dagblad_20000916_157/21	R5	een	det	een/det	een	True	R	6	0.36697876	11075723	25530	FALSE	FALSE	FALSE	0	6	hoop/noun/algemeen_dagblad_20000916_157/21/R5
hoop/noun/algemeen_dagblad_20000916_157/21/R6	hoop/noun/algemeen_dagblad_20000916_157/21	R6	indrukwekkend	adj	indrukwekkend/adj	indrukwekkende	True	R	7	-0.15146123	16777	23	FALSE	TRUE	TRUE	2	7	hoop/noun/algemeen_dagblad_20000916_157/21/R6
hoop/noun/algemeen_dagblad_20000916_157/21/R7	hoop/noun/algemeen_dagblad_20000916_157/21	R7	oorspronkelijkheid	noun	oorspronkelijkheid/noun	oorspronkelijkheid	True	R	8	1.7389748999999999	220	2	FALSE	TRUE	TRUE	2	8	hoop/noun/algemeen_dagblad_20000916_157/21/R7
hoop/noun/algemeen_dagblad_20000916_157/21/R8	hoop/noun/algemeen_dagblad_20000916_157/21	R8	begin	verb	begin/verb	begonnen	True	R	9	-0.098055676	280945	405	FALSE	TRUE	TRUE	2	9	hoop/noun/algemeen_dagblad_20000916_157/21/R8
hoop/noun/algemeen_dagblad_20000916_157/21/R9	hoop/noun/algemeen_dagblad_20000916_157/21	R9	.	punct	./punct	.	True	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0	10	hoop/noun/algemeen_dagblad_20000916_157/21/R9
hoop/noun/algemeen_dagblad_20000916_157/21/R10	hoop/noun/algemeen_dagblad_20000916_157/21	R10	sentence_delimiter	none	none	</sentence>	none	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/algemeen_dagblad_20000916_157/21/delimiter
hoop/noun/algemeen_dagblad_20000916_157/21/R11	hoop/noun/algemeen_dagblad_20000916_157/21	R11	sentence_delimiter	none	none	<sentence>	none	R	12	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/algemeen_dagblad_20000916_157/21/delimiter
hoop/noun/algemeen_dagblad_20000916_157/21/R12	hoop/noun/algemeen_dagblad_20000916_157/21	R12	de	det	de/det	De	False	R	13	0.16304721	28074105	52673	FALSE	FALSE	FALSE	0	11	hoop/noun/algemeen_dagblad_20000916_157/21/R10
hoop/noun/algemeen_dagblad_20000916_157/21/R13	hoop/noun/algemeen_dagblad_20000916_157/21	R13	ruim	adv	ruim/adv	ruim	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	0	12	hoop/noun/algemeen_dagblad_20000916_157/21/R11
hoop/noun/algemeen_dagblad_20000916_157/21/R14	hoop/noun/algemeen_dagblad_20000916_157/21	R14	60	num	60/num	60	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0	13	hoop/noun/algemeen_dagblad_20000916_157/21/R12
hoop/noun/algemeen_dagblad_20000916_157/21/R15	hoop/noun/algemeen_dagblad_20000916_157/21	R15	miljoen	noun	miljoen/noun	miljoen	False	R	16	-0.65921247	359331	294	FALSE	FALSE	FALSE	0	14	hoop/noun/algemeen_dagblad_20000916_157/21/R13
hoop/noun/algemeen_dagblad_20000602_13/393/L0	hoop/noun/algemeen_dagblad_20000602_13/393	L0	zijn	det	zijn/det	zijn	True	L	1	0.09705032400000001	2164588	3814	FALSE	TRUE	TRUE	2	1	hoop/noun/algemeen_dagblad_20000602_13/393/L0
hoop/noun/algemeen_dagblad_20000602_13/393/L1	hoop/noun/algemeen_dagblad_20000602_13/393	L1	aan	prep	aan/prep	aan	True	L	2	-0.1841558	2153601	2859	FALSE	FALSE	FALSE	0	2	hoop/noun/algemeen_dagblad_20000602_13/393/L1
hoop/noun/algemeen_dagblad_20000602_13/393/L2	hoop/noun/algemeen_dagblad_20000602_13/393	L2	dank	verb	dank/verb	danken	True	L	3	-0.37006602	21758	24	FALSE	FALSE	FALSE	0	3	hoop/noun/algemeen_dagblad_20000602_13/393/L2
hoop/noun/algemeen_dagblad_20000602_13/393/L3	hoop/noun/algemeen_dagblad_20000602_13/393	L3	te	comp	te/comp	te	True	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0	4	hoop/noun/algemeen_dagblad_20000602_13/393/L3
hoop/noun/algemeen_dagblad_20000602_13/393/L4	hoop/noun/algemeen_dagblad_20000602_13/393	L4	ben	verb	ben/verb	was	True	L	5	0.033185802	9938754	16385	FALSE	FALSE	FALSE	0	5	hoop/noun/algemeen_dagblad_20000602_13/393/L4
hoop/noun/algemeen_dagblad_20000602_13/393/L5	hoop/noun/algemeen_dagblad_20000602_13/393	L5	,	punct	,/punct	,	True	L	6	NA	NA	NA	FALSE	FALSE	FALSE	0	6	hoop/noun/algemeen_dagblad_20000602_13/393/L5
hoop/noun/algemeen_dagblad_20000602_13/393/L6	hoop/noun/algemeen_dagblad_20000602_13/393	L6	aanvaard	verb	aanvaard/verb	aanvaardde	True	L	7	-0.23659034	17476	22	FALSE	FALSE	FALSE	0	7	hoop/noun/algemeen_dagblad_20000602_13/393/L6
hoop/noun/algemeen_dagblad_20000602_13/393/L7	hoop/noun/algemeen_dagblad_20000602_13/393	L7	ministerschap	noun	ministerschap/noun	ministerschap	True	L	8	0.766984	1169	4	FALSE	FALSE	FALSE	0	8	hoop/noun/algemeen_dagblad_20000602_13/393/L7
hoop/noun/algemeen_dagblad_20000602_13/393/L8	hoop/noun/algemeen_dagblad_20000602_13/393	L8	het	det	het/det	het	True	L	9	-0.15225483	11650779	15954	FALSE	FALSE	FALSE	0	9	hoop/noun/algemeen_dagblad_20000602_13/393/L8
hoop/noun/algemeen_dagblad_20000602_13/393/L9	hoop/noun/algemeen_dagblad_20000602_13/393	L9	toch	adv	toch/adv	toch	True	L	10	0.79626805	466609	1654	FALSE	FALSE	FALSE	0	10	hoop/noun/algemeen_dagblad_20000602_13/393/L9
hoop/noun/algemeen_dagblad_20000602_13/393/L10	hoop/noun/algemeen_dagblad_20000602_13/393	L10	Voorhoeve	name	Voorhoeve/name	Voorhoeve	True	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0	11	hoop/noun/algemeen_dagblad_20000602_13/393/L10
hoop/noun/algemeen_dagblad_20000602_13/393/L11	hoop/noun/algemeen_dagblad_20000602_13/393	L11	dat	comp	dat/comp	Dat	True	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0	12	hoop/noun/algemeen_dagblad_20000602_13/393/L11
hoop/noun/algemeen_dagblad_20000602_13/393/L12	hoop/noun/algemeen_dagblad_20000602_13/393	L12	sentence_delimiter	none	none	<sentence>	none	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/algemeen_dagblad_20000602_13/393/delimiter
hoop/noun/algemeen_dagblad_20000602_13/393/L13	hoop/noun/algemeen_dagblad_20000602_13/393	L13	sentence_delimiter	none	none	</sentence>	none	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/algemeen_dagblad_20000602_13/393/delimiter
hoop/noun/algemeen_dagblad_20000602_13/393/L14	hoop/noun/algemeen_dagblad_20000602_13/393	L14	""""	punct	"""/punct"	""""	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0	13	hoop/noun/algemeen_dagblad_20000602_13/393/L12
hoop/noun/algemeen_dagblad_20000602_13/393/L15	hoop/noun/algemeen_dagblad_20000602_13/393	L15	.	punct	./punct	.	False	L	16	NA	NA	NA	FALSE	FALSE	FALSE	0	14	hoop/noun/algemeen_dagblad_20000602_13/393/L13
hoop/noun/algemeen_dagblad_20000602_13/393/R0	hoop/noun/algemeen_dagblad_20000602_13/393	R0	op	prep	op/prep	op	True	R	1	0.55719376	4502370	12511	TRUE	TRUE	TRUE	3	1	hoop/noun/algemeen_dagblad_20000602_13/393/R0
hoop/noun/algemeen_dagblad_20000602_13/393/R1	hoop/noun/algemeen_dagblad_20000602_13/393	R1	een	det	een/det	een	True	R	2	0.36697876	11075723	25530	FALSE	TRUE	TRUE	2	2	hoop/noun/algemeen_dagblad_20000602_13/393/R1
hoop/noun/algemeen_dagblad_20000602_13/393/R2	hoop/noun/algemeen_dagblad_20000602_13/393	R2	spoedig	adj	spoedig/adj	spoedige	True	R	3	2.517954	4911	97	FALSE	TRUE	TRUE	2	3	hoop/noun/algemeen_dagblad_20000602_13/393/R2
hoop/noun/algemeen_dagblad_20000602_13/393/R3	hoop/noun/algemeen_dagblad_20000602_13/393	R3	vrede_regeling	noun	vrede_regeling/noun	vredesregeling	True	R	4	2.6080202999999997	649	14	TRUE	TRUE	TRUE	3	4	hoop/noun/algemeen_dagblad_20000602_13/393/R3
hoop/noun/algemeen_dagblad_20000602_13/393/R4	hoop/noun/algemeen_dagblad_20000602_13/393	R4	in	prep	in/prep	in	True	R	5	0.19974847	9492181	18439	FALSE	FALSE	FALSE	0	5	hoop/noun/algemeen_dagblad_20000602_13/393/R4
hoop/noun/algemeen_dagblad_20000602_13/393/R5	hoop/noun/algemeen_dagblad_20000602_13/393	R5	Bosnië	name	Bosnië/name	Bosnië	True	R	6	NA	NA	NA	FALSE	FALSE	FALSE	0	6	hoop/noun/algemeen_dagblad_20000602_13/393/R5
hoop/noun/algemeen_dagblad_20000602_13/393/R6	hoop/noun/algemeen_dagblad_20000602_13/393	R6	.	punct	./punct	.	True	R	7	NA	NA	NA	FALSE	FALSE	FALSE	0	7	hoop/noun/algemeen_dagblad_20000602_13/393/R6
hoop/noun/algemeen_dagblad_20000602_13/393/R7	hoop/noun/algemeen_dagblad_20000602_13/393	R7	sentence_delimiter	none	none	</sentence>	none	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/algemeen_dagblad_20000602_13/393/delimiter
hoop/noun/algemeen_dagblad_20000602_13/393/R8	hoop/noun/algemeen_dagblad_20000602_13/393	R8	sentence_delimiter	none	none	<sentence>	none	R	9	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/algemeen_dagblad_20000602_13/393/delimiter
hoop/noun/algemeen_dagblad_20000602_13/393/R9	hoop/noun/algemeen_dagblad_20000602_13/393	R9	ook	adv	ook/adv	Ook	False	R	10	-0.037562570000000003	2214625	3416	FALSE	FALSE	FALSE	0	8	hoop/noun/algemeen_dagblad_20000602_13/393/R7
hoop/noun/algemeen_dagblad_20000602_13/393/R10	hoop/noun/algemeen_dagblad_20000602_13/393	R10	reken	verb	reken/verb	rekende	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0	9	hoop/noun/algemeen_dagblad_20000602_13/393/R8
hoop/noun/algemeen_dagblad_20000602_13/393/R11	hoop/noun/algemeen_dagblad_20000602_13/393	R11	hij	pron	hij/pron	hij	False	R	12	-0.0051085934999999996	2403923	3834	FALSE	FALSE	FALSE	0	10	hoop/noun/algemeen_dagblad_20000602_13/393/R9
hoop/noun/algemeen_dagblad_20000602_13/393/R12	hoop/noun/algemeen_dagblad_20000602_13/393	R12	op	prep	op/prep	op	False	R	13	0.55719376	4502370	12511	FALSE	FALSE	FALSE	0	11	hoop/noun/algemeen_dagblad_20000602_13/393/R10
hoop/noun/algemeen_dagblad_20000602_13/393/R13	hoop/noun/algemeen_dagblad_20000602_13/393	R13	militair	adj	militair/adj	militaire	False	R	14	-0.20877093	46412	60	FALSE	FALSE	FALSE	0	12	hoop/noun/algemeen_dagblad_20000602_13/393/R11
hoop/noun/algemeen_dagblad_20000602_13/393/R14	hoop/noun/algemeen_dagblad_20000602_13/393	R14	steun	noun	steun/noun	steun	False	R	15	0.46843702	53435	136	FALSE	FALSE	FALSE	0	13	hoop/noun/algemeen_dagblad_20000602_13/393/R12
hoop/noun/algemeen_dagblad_20000602_13/393/R15	hoop/noun/algemeen_dagblad_20000602_13/393	R15	van	prep	van/prep	van	False	R	16	-0.22584037	12638933	16079	FALSE	FALSE	FALSE	0	14	hoop/noun/algemeen_dagblad_20000602_13/393/R13
hoop/noun/algemeen_dagblad_20000923_118/430/L0	hoop/noun/algemeen_dagblad_20000923_118/430	L0	een	det	een/det	een	True	L	1	0.36697876	11075723	25530	TRUE	TRUE	FALSE	2	1	hoop/noun/algemeen_dagblad_20000923_118/430/L0
hoop/noun/algemeen_dagblad_20000923_118/430/L1	hoop/noun/algemeen_dagblad_20000923_118/430	L1	nog	adv	nog/adv	nog	True	L	2	0.69479424	1683041	5377	FALSE	TRUE	FALSE	1	2	hoop/noun/algemeen_dagblad_20000923_118/430/L1
hoop/noun/algemeen_dagblad_20000923_118/430/L2	hoop/noun/algemeen_dagblad_20000923_118/430	L2	we	pron	we/pron	we	True	L	3	0.27942696	1359191	2881	FALSE	FALSE	FALSE	0	3	hoop/noun/algemeen_dagblad_20000923_118/430/L2
hoop/noun/algemeen_dagblad_20000923_118/430/L3	hoop/noun/algemeen_dagblad_20000923_118/430	L3	heb	verb	heb/verb	hebben	True	L	4	0.36414722	4034811	9232	FALSE	FALSE	FALSE	0	4	hoop/noun/algemeen_dagblad_20000923_118/430/L3
hoop/noun/algemeen_dagblad_20000923_118/430/L4	hoop/noun/algemeen_dagblad_20000923_118/430	L4	en	vg	en/vg	en	True	L	5	NA	NA	NA	FALSE	FALSE	FALSE	0	5	hoop/noun/algemeen_dagblad_20000923_118/430/L4
hoop/noun/algemeen_dagblad_20000923_118/430/L5	hoop/noun/algemeen_dagblad_20000923_118/430	L5	verder	adv	verder/adv	verder	True	L	6	0.08815661	13978	24	FALSE	FALSE	FALSE	0	6	hoop/noun/algemeen_dagblad_20000923_118/430/L5
hoop/noun/algemeen_dagblad_20000923_118/430/L6	hoop/noun/algemeen_dagblad_20000923_118/430	L6	we	pron	we/pron	we	True	L	7	0.27942696	1359191	2881	FALSE	FALSE	FALSE	0	7	hoop/noun/algemeen_dagblad_20000923_118/430/L6
hoop/noun/algemeen_dagblad_20000923_118/430/L7	hoop/noun/algemeen_dagblad_20000923_118/430	L7	ga	verb	ga/verb	gaan	True	L	8	-0.0916078	1085158	1577	FALSE	FALSE	FALSE	0	8	hoop/noun/algemeen_dagblad_20000923_118/430/L7
hoop/noun/algemeen_dagblad_20000923_118/430/L8	hoop/noun/algemeen_dagblad_20000923_118/430	L8	tegelijkertijd	adj	tegelijkertijd/adj	tegelijkertijd	True	L	9	0.2906237	20973	45	FALSE	FALSE	FALSE	0	9	hoop/noun/algemeen_dagblad_20000923_118/430/L8
hoop/noun/algemeen_dagblad_20000923_118/430/L9	hoop/noun/algemeen_dagblad_20000923_118/430	L9	maar	comp	maar/comp	Maar	True	L	10	NA	NA	NA	FALSE	FALSE	FALSE	0	10	hoop/noun/algemeen_dagblad_20000923_118/430/L9
hoop/noun/algemeen_dagblad_20000923_118/430/L10	hoop/noun/algemeen_dagblad_20000923_118/430	L10	""""	punct	"""/punct"	""""	True	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0	11	hoop/noun/algemeen_dagblad_20000923_118/430/L10
hoop/noun/algemeen_dagblad_20000923_118/430/L11	hoop/noun/algemeen_dagblad_20000923_118/430	L11	sentence_delimiter	none	none	<sentence>	none	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/algemeen_dagblad_20000923_118/430/delimiter
hoop/noun/algemeen_dagblad_20000923_118/430/L12	hoop/noun/algemeen_dagblad_20000923_118/430	L12	sentence_delimiter	none	none	</sentence>	none	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/algemeen_dagblad_20000923_118/430/delimiter
hoop/noun/algemeen_dagblad_20000923_118/430/L13	hoop/noun/algemeen_dagblad_20000923_118/430	L13	.	punct	./punct	.	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0	12	hoop/noun/algemeen_dagblad_20000923_118/430/L11
hoop/noun/algemeen_dagblad_20000923_118/430/L14	hoop/noun/algemeen_dagblad_20000923_118/430	L14	Möller	name	Möller/name	Möller	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0	13	hoop/noun/algemeen_dagblad_20000923_118/430/L12
hoop/noun/algemeen_dagblad_20000923_118/430/L15	hoop/noun/algemeen_dagblad_20000923_118/430	L15	aldus	prep	aldus/prep	aldus	False	L	16	0.06896001	176667	298	FALSE	FALSE	FALSE	0	14	hoop/noun/algemeen_dagblad_20000923_118/430/L13
hoop/noun/algemeen_dagblad_20000923_118/430/R0	hoop/noun/algemeen_dagblad_20000923_118/430	R0	werk	noun	werk/noun	werk	True	R	1	0.2550325	260426	536	TRUE	TRUE	TRUE	3	1	hoop/noun/algemeen_dagblad_20000923_118/430/R0
hoop/noun/algemeen_dagblad_20000923_118/430/R1	hoop/noun/algemeen_dagblad_20000923_118/430	R1	te	comp	te/comp	te	True	R	2	NA	NA	NA	FALSE	TRUE	TRUE	2	2	hoop/noun/algemeen_dagblad_20000923_118/430/R1
hoop/noun/algemeen_dagblad_20000923_118/430/R2	hoop/noun/algemeen_dagblad_20000923_118/430	R2	doe	verb	doe/verb	doen	True	R	3	0.24866031	731956	1497	FALSE	TRUE	TRUE	2	3	hoop/noun/algemeen_dagblad_20000923_118/430/R2
hoop/noun/algemeen_dagblad_20000923_118/430/R3	hoop/noun/algemeen_dagblad_20000923_118/430	R3	.	punct	./punct	.	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0	4	hoop/noun/algemeen_dagblad_20000923_118/430/R3
hoop/noun/algemeen_dagblad_20000923_118/430/R4	hoop/noun/algemeen_dagblad_20000923_118/430	R4	sentence_delimiter	none	none	</sentence>	none	R	5	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/algemeen_dagblad_20000923_118/430/delimiter
hoop/noun/algemeen_dagblad_20000923_118/430/R5	hoop/noun/algemeen_dagblad_20000923_118/430	R5	sentence_delimiter	none	none	<sentence>	none	R	6	NA	NA	NA	FALSE	FALSE	FALSE	0	-1	hoop/noun/algemeen_dagblad_20000923_118/430/delimiter
hoop/noun/algemeen_dagblad_20000923_118/430/R6	hoop/noun/algemeen_dagblad_20000923_118/430	R6	want	comp	want/comp	Want	False	R	7	NA	NA	NA	FALSE	FALSE	FALSE	0	5	hoop/noun/algemeen_dagblad_20000923_118/430/R4
hoop/noun/algemeen_dagblad_20000923_118/430/R7	hoop/noun/algemeen_dagblad_20000923_118/430	R7	je	pron	je/pron	je	False	R	8	0.0523495	1142105	1928	FALSE	FALSE	FALSE	0	6	hoop/noun/algemeen_dagblad_20000923_118/430/R5
hoop/noun/algemeen_dagblad_20000923_118/430/R8	hoop/noun/algemeen_dagblad_20000923_118/430	R8	kan	verb	kan/verb	kunt	False	R	9	0.32071137	1969534	4333	FALSE	FALSE	FALSE	0	7	hoop/noun/algemeen_dagblad_20000923_118/430/R6
hoop/noun/algemeen_dagblad_20000923_118/430/R9	hoop/noun/algemeen_dagblad_20000923_118/430	R9	wel	adv	wel/adv	wel	False	R	10	0.007239532700000001	887396	1430	FALSE	FALSE	FALSE	0	8	hoop/noun/algemeen_dagblad_20000923_118/430/R7
hoop/noun/algemeen_dagblad_20000923_118/430/R10	hoop/noun/algemeen_dagblad_20000923_118/430	R10	plan	noun	plan/noun	plannen	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0	9	hoop/noun/algemeen_dagblad_20000923_118/430/R8
hoop/noun/algemeen_dagblad_20000923_118/430/R11	hoop/noun/algemeen_dagblad_20000923_118/430	R11	maak	verb	maak/verb	maken	False	R	12	-0.09178176	801559	1166	FALSE	FALSE	FALSE	0	10	hoop/noun/algemeen_dagblad_20000923_118/430/R9
hoop/noun/algemeen_dagblad_20000923_118/430/R12	hoop/noun/algemeen_dagblad_20000923_118/430	R12	,	punct	,/punct	,	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	0	11	hoop/noun/algemeen_dagblad_20000923_118/430/R10
hoop/noun/algemeen_dagblad_20000923_118/430/R13	hoop/noun/algemeen_dagblad_20000923_118/430	R13	maar	vg	maar/vg	maar	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	0	12	hoop/noun/algemeen_dagblad_20000923_118/430/R11
hoop/noun/algemeen_dagblad_20000923_118/430/R14	hoop/noun/algemeen_dagblad_20000923_118/430	R14	je	pron	je/pron	je	False	R	15	0.0523495	1142105	1928	FALSE	FALSE	FALSE	0	13	hoop/noun/algemeen_dagblad_20000923_118/430/R12
hoop/noun/algemeen_dagblad_20000923_118/430/R15	hoop/noun/algemeen_dagblad_20000923_118/430	R15	moet	verb	moet/verb	moet	False	R	16	-0.26879007	1557442	1898	FALSE	FALSE	FALSE	0	14	hoop/noun/algemeen_dagblad_20000923_118/430/R13
hoop/noun/algemeen_dagblad_20001024_30/57/L0	hoop/noun/algemeen_dagblad_20001024_30/57	L0	hun	det	hun/det	hun	True	L	1	0.44803622	902917	2261	FALSE	TRUE	FALSE	1	1	hoop/noun/algemeen_dagblad_20001024_30/57/L0
hoop/noun/algemeen_dagblad_20001024_30/57/L1	hoop/noun/algemeen_dagblad_20001024_30/57	L1	al	adv	al/adv	al	True	L	2	0.12383914	1066466	1931	FALSE	TRUE	FALSE	1	2	hoop/noun/algemeen_dagblad_20001024_30/57/L1
hoop/noun/algemeen_dagblad_20001024_30/57/L2	hoop/noun/algemeen_dagblad_20001024_30/57	L2	heb	verb	heb/verb	hebben	True	L	3	0.36414722	4034811	9232	FALSE	FALSE	FALSE	0	3	hoop/noun/algemeen_dagblad_20001024_30/57/L2
hoop/noun/algemeen_dagblad_20001024_30/57/L3	hoop/noun/algemeen_dagblad_20001024_30/57	L3	,	punct	,/punct	,	True	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0	4	hoop/noun/algemeen_dagblad_20001024_30/57/L3
hoop/noun/algemeen_dagblad_20001024_30/57/L4	hoop/noun/algemeen_dagblad_20001024_30/57	L4	sta	verb	sta/verb	staan	True	L	5	-0.31615472	655795	763	FALSE	FALSE	FALSE	0	5	hoop/noun/algemeen_dagblad_20001024_30/57/L4
hoop/noun/algemeen_dagblad_20001024_30/57/L5	hoop/noun/algemeen_dagblad_20001024_30/57	L5	verlies	noun	verlies/noun	verlies	True	L	6	0.1176872	56457	101	FALSE	TRUE	FALSE	1	6	hoop/noun/algemeen_dagblad_20001024_30/57/L5
hoop/noun/algemeen_dagblad_20001024_30/57/L6	hoop/noun/algemeen_dagblad_20001024_30/57	L6	op	prep	op/prep	op	True	L	7	0.55719376	4502370	12511	FALSE	TRUE	FALSE	1	7	hoop/noun/algemeen_dagblad_20001024_30/57/L6
hoop/noun/algemeen_dagblad_20001024_30/57/L7	hoop/noun/algemeen_dagblad_20001024_30/57	L7	zwaar	adj	zwaar/adj	zwaar	True	L	8	-0.3754528	150398	164	FALSE	TRUE	FALSE	1	8	hoop/noun/algemeen_dagblad_20001024_30/57/L7
