id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw	genre	broad_genre	wordform	msOct	determiner	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization	msOct4
church/NNS/br-f15/1944	0.102749400966527	-0.00176022424710544	church	NNS	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 of contraceptives. The general board declared:`` Most of the Protestant <font color=green>churches</font>  hold contraception and periodic continence to be morally right when	4	3	1.85129961398622	0.75	7	popular_lore	fiction	churches	a2	the	no	yes	B	plural	no	no	no	no	no	yes	no	NA	yes	a
church/NNS/br-f15/1998	0.189795933286706	-0.0126222950661161	church	NNS	B	B	AB	AB	christian_church%1:14:00::	B	B	AB	AB	 of conception''. An action once universally condemned by all Christian <font color=green>churches</font>  and forbidden by the civil law is now not only	2	2	2.07194384796803	1	9	popular_lore	fiction	churches	a2	all	no	yes	B	plural	no	no	no	no	no	yes	no	NA	yes	a
church/NNS/br-f15/821	0.0619438967665479	0.0300634914704756	church	NNS	B	B	AB	AB	orthodox_catholic_church%1:14:00::	B1	B	AB	AB	 the exception of the Roman Catholic and the Orthodox Catholic <font color=green>Churches</font> , most churches make no moral distinction between rhythm and mechanical	6	6	3.59098243837705	1	10	popular_lore	fiction	Churches	a2	the	no	yes	B	plural	yes	no	no	no	no	yes	no	NA	yes	a
church/NNS/br-f15/824	0.0488943365984237	0.0177978024426929	church	NNS	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 of the Roman Catholic and the Orthodox Catholic Churches, most <font color=green>churches</font>  make no moral distinction between rhythm and mechanical or chemical	5	6	3.62357015952682	1.2	11	popular_lore	fiction	churches	a2	most	no	no	B	plural	no	no	no	no	no	no	no	NA	yes	a
church/NNS/br-f44/1106	0.123750284247836	-0.0161410599007309	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 who will strengthen the social class nucleus of the congregation. <font color=green>Churches</font>  can be strengthened through this process of co-optation so long	5	4	2.50970256272146	0.8	6	popular_lore	fiction	Churches	b	none	no	no	C	plural	yes	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/1189	0.0540189271948959	-0.041793538046595	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and publicity in reaching new members. The proclamation of the <font color=green>churches</font>  is almost totally confined to pastoral contacts by the clergy	7	5	2.49429274955916	0.714285714285714	8	popular_lore	fiction	churches	a2	the	no	yes	C	plural	no	no	no	no	no	no	no	NA	yes	a
church/NNS/br-f44/124	0.0196168638113675	-0.0337113377833426	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 inner city blight account for the decline of central city <font color=green>churches</font> . Central cities reveal two adverse features for the major denominations	4	4	2.21430880990249	1	10	popular_lore	fiction	churches	b	none	no	no	C	plural	no	no	no	yes	no	no	yes	no	yes	b
church/NNS/br-f44/1262	0.0724206082307829	-0.0583336537175928	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 will account for a major share of recruitment by the <font color=green>churches</font> , making it quite evident that the extension of economic integration	2	0	1.87944959129664	0	8	popular_lore	fiction	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/1427	0.0369024782544638	-0.0313410554731109	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 for more than a single generation. The fact that metropolitan <font color=green>churches</font>  of the major denominations have moved approximately every generation for	4	4	2.43040055981506	1	10	popular_lore	fiction	churches	b	none	no	no	C	plural	no	no	no	yes	no	no	yes	no	yes	b
church/NNS/br-f44/1475	0.0453271185897997	-0.0206014000957358	church	NNS	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 in religious life, when one recalls the number of city <font color=green>churches</font>  which deteriorated beyond repair before being abandoned, raises fundamental questions	4	3	1.85680971827852	0.75	9	popular_lore	fiction	churches	c1	none	yes	no	D	plural	no	no	no	yes	no	no	no	no	no	c
church/NNS/br-f44/1683	0.0171023582469069	-0.0966476135636347	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 hopelessly unstable environment. More than creatures of metropolitan forces, the <font color=green>churches</font>  have taken the lead in counteracting the interdependence of metropolitan	2	2	2.6524104918636	1	7	popular_lore	fiction	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/1802	0.0821449711071746	-0.180097374493885	church	NNS	D	D	DE	CDE	church%1:14:00::	B	B	AB	AB	 fight their way into the lower middle-class suburbs, and the <font color=green>churches</font>  will experience the same decay and rebuilding cycle which has	3	2	3.03005720944436	0.666666666666667	7	popular_lore	fiction	churches	c1	the	yes	yes	?	plural	no	no	no	no	no	no	no	no	no	c
church/NNS/br-f44/1918	0.0924151511534557	-0.0336188131367569	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 of middle-class culture could lead to various projections for the <font color=green>churches</font> . It could be argued that any fellowship which centers in	3	3	2.69872832318045	1	6	popular_lore	fiction	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/2015	0.0252798657534655	-0.0155570212962219	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 next chapter to the style of association in the denominational <font color=green>churches</font> ; this style is characteristically an expression of the communal style	3	1	2.29144239923872	0.333333333333333	5	popular_lore	fiction	churches	b	the	no	yes	C	plural	no	no	no	no	no	yes	yes	no	yes	b
church/NNS/br-f44/2181	-0.0417011851314729	-0.0636581410675285	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 have fashioned the iron cage of conformity which imprisons the <font color=green>churches</font>  in their suburban captivity. The perplexing question still remains as	2	1	1.92089653281341	0.5	5	popular_lore	fiction	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/2201	-0.000292585092399581	-0.0154307127725131	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 remains as to why the middle classes turn to the <font color=green>churches</font>  as a vehicle of social identity when their clubs and	5	5	2.16783834771839	1	8	popular_lore	fiction	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/343	0.0617317600953348	-0.0973937197339905	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 moreover, residential mobility is so high in metropolitan areas that <font color=green>churches</font>  have to recruit constantly in their core stratum in order	5	3	2.35279862912607	0.6	8	popular_lore	fiction	churches	b	none	no	no	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/868	-0.0408557046868257	-0.106704549988401	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and congregational outreach have not been carefully studied in the <font color=green>churches</font> ; one study in Pittsburgh, however, has illuminated the situation. In	2	1	2.37861086442916	0.5	7	popular_lore	fiction	churches	b	the	no	yes	C	plural	no	no	no	no	no	no	yes	no	yes	b
church/NNS/br-f44/890	0.0419225309993325	-0.0522325735688623	church	NNS	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 the situation. In a sample of new members of Pittsburgh <font color=green>churches</font> , almost 60 per cent were recruited by initial`` contacts with	3	2	2.28458607906114	0.666666666666667	9	popular_lore	fiction	churches	b	none	no	no	C	plural	no	no	no	yes	no	no	yes	no	yes	b
church/NNS/br-k01/769	-0.233451419916997	-0.0674509814593477	church	NNS	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 It was a Negro section of peeling row houses, store-front <font color=green>churches</font>  and ragged children. Rachel had to bend toward Scotty and	2	1	1.90038916018768	0.5	5	fiction_gral	fiction	churches	c1	none	yes	no	D	plural	no	no	no	no	no	no	no	no	no	c
church/NNS/br-k04/2307	0.0331168735648375	0.113967183707138	church	NNS	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 his career in the Methodist church, if not in all <font color=green>churches</font> .	2	0	2.47282813564805	0	2	fiction_gral	fiction	churches	a2	all	no	yes	B	plural	no	no	no	no	no	no	no	NA	yes	a
church/NNS/br-k06/1925	-0.244279255175813	-0.0221102434931042	church	NNS	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 them open. Lightning might strike the steeples of the other <font color=green>churches</font> ; not of Drew Church. A flash illumined the trees as	2	0	2.21927001215337	0	5	fiction_gral	fiction	churches	c1	the	yes	yes	D	plural	no	no	yes	no	no	no	no	no	no	c
