token_id	left	target	right
dry/n/wlp_news_1997/2788214	<p> * 2 tablespoons oyster sauce <p> * 2 tablespoons chicken stock <p> * 1 tablespoon Shaoxing wine , or	dry	sherry <p> * 1/2 teaspoon sugar <p> * 1/2 teaspoon Asian sesame oil <p> * 1 to 1 1/2 pounds
dry/n/wlp_mag_2001/4145850	his force into two brigade squares , Graham found himself confronted by a large body of Bejas hiding among the	dry	watercourses and ravines that obstructed his line of march . As the British stumbled across the broken ground toward the
dry/n/wlp_spok_2010/3940590	Dr. Lucey has no connection to McDonalds , but the company made the same argument . If food is/or becomes	dry	enough , it wont grow mold or bacteria . A happy meal , fountain of youth . @!MOOS : The
dry/n/wlp_mag_1996/4029531	small chunks . In food processor or blender , puree orange chunks to yield about 2 cups . Sift together	dry	ingredients . In large bowl , beat egg substitute until foamy ; stir in pumpkin , oil , and orange
dry/n/wlp_news_2006/1373628	' -suh duh-RAHN ' -tehzJean-Jacques Dordain -- zhahn zhahk dor-DAN'Nada Doumani -- NAH ' -duh doo-MAH ' -neeDavid Dreier --	DRY	' -urJanez Drnovsek -- yah-NESH ' dehr-NOHV ' -shekDarleen Druyun -- DROO ' -yinDubai -- doo-BY'Michel Duclos -- mee-SHEHL '
dry/n/wlp_spok_1994/2142641	No big deal . She clipped this coupon promising a consultation , a shampoo , conditioner , style and blow	dry	for $ 9.95 and headed down to this Best Cut shop on West 25th . You 've heard of Best
dry/n/wlp_mag_1996/487562	. The things of the sea seem to have always longed to leave the sea and get up onto the	dry	land , and yet no man , however old , has ever seen anything of the sea leave the sea
dry/n/wlp_mag_1996/3342634	Hudson Bay blanket my young parents bought in 1954 for $15 , using it over the years to wrap ,	dry	, or comfort a succession of eight cold , sleeping , or sick children . art of my sympathy for
dry/n/wlp_mag_2003/3472453	democracy or its Jewish character -- or will be abandoned . <p> ON THE ROAD WITH ETKES , in the	dry	hills northeast of Jerusalem : The name Neveh Erez is carved into a weathered plank pointing off the highway ,
dry/n/wlp_news_2005/2912301	' developed cracks or sunburn . <p> After 2003 's experience , 2004 was a complete surprise : warm ,	dry	spring , perfect summer weather for tomatoes . Sure , I still had some blossom end rot on the Brandywines
