id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	text	sensekey	wnsense	wnbroad	wn3	wn2
church/NNP/br-d09/276	0.00912717006361295	-0.0209038406816936	church	NNP	B	B	AB	AB	 he has been carefully instructed concerning their implications. Preparation for <font color=green>Church</font>  membership begins immediately after the commitment is received. The pastor	Z	Z	Z	Z	Z
church/NNP/br-d09/39	0.147918674042756	-0.0515989691346047	church	NNP	A	A	AB	AB	 to achieve Christian stature, it is an indictment of the <font color=green>Church</font> . These fatalities are dramatic evidence of`` halfway evangelism'', a failure	Z	Z	Z	Z	Z
church/NNP/br-d09/515	-0.0145326106123526	0.0166147397237062	church	NNP	A	A	AB	AB	 require more. None should ask less. Those who join the <font color=green>Church</font>  need to be instructed in the faith and the meaning	Z	Z	Z	Z	Z
church/NNP/br-d09/544	0.119423552272962	-0.0407825641196649	church	NNP	A	A	AB	AB	 sacred vows. They will have a greater appreciation for the <font color=green>Church</font>  and a deeper devotion to it if membership requires something	Z	Z	Z	Z	Z
church/NNP/br-d09/6	0.0448099237048725	-0.110492560982544	church	NNP	A	A	AB	AB	 Few persons who join the <font color=green>Church</font>  are insincere. They earnestly desire to do the will of	Z	Z	Z	Z	Z
church/NNP/br-d09/624	0.0439751082214243	-0.00403934806680104	church	NNP	C	C	C	CDE	 cover four major areas: The Christian Faith History of the <font color=green>Church</font>  Duties of Church Membership The Local Church and Its Program	Z	Z	Z	Z	Z
church/NNP/br-d09/627	0.0418760936079742	-0.00232165129840488	church	NNP	C	C	C	CDE	 areas: The Christian Faith History of the Church Duties of <font color=green>Church</font>  Membership The Local Church and Its Program Following each instruction	Z	Z	Z	Z	Z
church/NNP/br-d09/631	0.0491694219557699	-0.0113049837385133	church	NNP	C	C	C	CDE	 History of the Church Duties of Church Membership The Local <font color=green>Church</font>  and Its Program Following each instruction period a piece of	Z	Z	Z	Z	Z
church/NNP/br-d14/1311	-0.019768210049993	0.0275191073924017	church	NNP	B	B	AB	AB	 men and women of New England ancestry also issued the <font color=green>Church</font>  of Jesus Christ of Latter Day Saints, the Seventh Day	Z	Z	Z	Z	Z
church/NNP/br-e13/1916	-0.105087654280485	-0.0479312099472431	church	NNP	D	D	DE	CDE	 a road toward another gate in the distance, past the <font color=green>Church</font>  of St. Irene, completed by Constantine in 330 A. D.	Z	Z	Z	Z	Z
church/NNP/br-g02/1539	0.175812133616734	0.0905659056330266	church	NNP	A	A	AB	AB	 and influence of such other claimants for loyalty as the <font color=green>Church</font> . The breakup of the Holy Roman Empire and the downfall	Z	Z	Z	Z	Z
church/NNP/br-j25/691	0.183996619464601	-0.0613290733170761	church	NNP	B	B	AB	AB	 indicators of expected adherence to group norms. However, because of <font color=green>Church</font>  laws, lately more stringently enforced, which forbid the marriage of	Z	Z	Z	Z	Z
church/NNP/br-j57/304	0.00335983979077861	0.0771772210207943	church	NNP	B	B	AB	AB	 Indeed, it is even surprising in the Canon of Christ <font color=green>Church</font>  and Regius Professor of Ecclesiastical History, who fathered this most	group%1:03:00::	C	C	C	CDE
church/NNP/br-k04/233	-0.0764370867468891	-0.022792665872439	church	NNP	D	D	DE	CDE	 of this crowded region was the Allen African Methodist Episcopal <font color=green>Church</font> . It was an old and dirty wooden structure, sadly in	group%1:03:00::	C	C	C	CDE
church/NNP/br-k06/1930	-0.20509307899982	0.0227879152136331	church	NNP	D	D	DE	CDE	 strike the steeples of the other churches; not of Drew <font color=green>Church</font> . A flash illumined the trees as a crooked bolt twigged	group%1:03:00::	C	C	C	CDE
church/NNP/br-k06/698	-0.0299305066943545	0.193425447365091	church	NNP	D	D	DE	CDE	 the foothills, was the city of God. The Dutch Reformed <font color=green>Church</font> , with two steeples and its own school was on Main	group%1:03:00::	C	C	C	CDE
church/NNP/br-k06/714	0.0407810931309073	0.1248222631946	church	NNP	D	D	DE	CDE	 and its own school was on Main Street; the Episcopal <font color=green>Church</font>  was one block down Sussex Street; the Catholic Saint Mary's	group%1:03:00::	C	C	C	CDE
church/NNP/br-k06/726	-0.0178295419019127	0.0860727424220749	church	NNP	D	D	DE	CDE	 was one block down Sussex Street; the Catholic Saint Mary's <font color=green>Church</font> , with an even taller steeple and a cross on top	group%1:03:00::	C	C	C	CDE
church/NNP/br-k06/841	-0.0775946914271187	-0.042012905163373	church	NNP	D	D	DE	CDE	 became familiar with God, who resided chiefly in Drew Centennial <font color=green>Church</font>  with its high steeple and clock. There was no church	group%1:03:00::	C	C	C	CDE
church/NNP/br-k06/855	-0.108683800376577	0.0747926553138013	church	NNP	D	D	DE	CDE	 high steeple and clock. There was no church like Drew <font color=green>Church</font> , no preacher like Papa, who was intimate with Him, and	group%1:03:00::	C	C	C	CDE
church/NNP/br-k10/1229	-0.0591525742635592	-0.0337070752182591	church	NNP	B	B	AB	AB	 smashing images and tearing down symbols sacred to the Old <font color=green>Church</font> . John found it difficult, but he held him in check	group%1:03:00::	C	C	C	CDE
church/NNS/br-a09/1417	-0.0849071621211367	-0.0529298275698089	church	NNS	D	D	DE	CDE	 will feature row houses, garden apartments, four small parks, schools, <font color=green>churches</font> , a shopping center and several small clusters of stores. The	Z	Z	Z	Z	Z
church/NNS/br-a10/1674	-0.0259433107429617	-0.0785369628211718	church	NNS	D	D	DE	CDE	 need for their forthcoming program,`` Breakthrough'' scheduled to fill the <font color=green>churches</font>  for the next two years. In his opening address Wednesday	Z	Z	Z	Z	Z
church/NNS/br-a10/1831	-0.160882473049195	-0.252864612949267	church	NNS	C	C	C	CDE	 with this challenge''.`` In 35 years we have opened 7000 <font color=green>churches</font> '', the Rev. Mr. Brandt said, adding that the denomination had	Z	Z	Z	Z	Z
church/NNS/br-a10/1863	0.014735942301625	-0.104326875088915	church	NNS	C	C	C	CDE	 for every 10000 persons.`` In this light we need 1000 <font color=green>churches</font>  in Illinois, where we have 200; 800 in Southern New	Z	Z	Z	Z	Z
church/NNS/br-a10/1918	0.0744219298669568	-0.121567428699993	church	NNS	C	C	C	CDE	 Brandt suggested the vision of 8000 new Assemblies of God <font color=green>churches</font>  in the next 10 years. To accomplish this would necessitate	Z	Z	Z	Z	Z
church/NNS/br-a10/1980	0.0348451193673261	-0.0250807052809505	church	NNS	C	C	C	CDE	 includes: Encouraging by every means, all existing Assemblies of God <font color=green>churches</font>  to start new churches. Engaging mature, experienced men to pioneer	Z	Z	Z	Z	Z
church/NNS/br-a10/1984	0.00939447437748763	-0.0229275000445753	church	NNS	C	C	C	CDE	 means, all existing Assemblies of God churches to start new <font color=green>churches</font> . Engaging mature, experienced men to pioneer or open new churches	Z	Z	Z	Z	Z
church/NNS/br-a10/1996	0.0279091378860574	-0.0513035526173771	church	NNS	C	C	C	CDE	 churches. Engaging mature, experienced men to pioneer or open new <font color=green>churches</font>  in strategic population centers. Surrounding pioneer pastors with vocational volunteers	Z	Z	Z	Z	Z
church/NNS/br-a10/2022	0.0357801798671126	-0.061879091339598	church	NNS	C	C	C	CDE	 will be urged to move into the area of new <font color=green>churches</font>  in the interest of lending their support to the new	Z	Z	Z	Z	Z
church/NNS/br-a10/2051	-0.0607719413741868	0.108894489099769	church	NNS	C	C	C	CDE	 to spend from 6- 12 months as apprentices in well-established <font color=green>churches</font> . U. S. Dist. Judge Charles L. Powell denied all motions	Z	Z	Z	Z	Z
church/NNS/br-a31/1594	0.0400246165951133	-0.0541303963187779	church	NNS	C	C	C	CDE	 than 300 top teenagers and 65 adult advisers from Presbyterian <font color=green>churches</font>  of the area sat enthralled at the four-hour program. This	Z	Z	Z	Z	Z
church/NNS/br-a31/1753	0.0590233338000889	-0.0737950194585699	church	NNS	C	C	C	CDE	 Auditorium may be set up soon. And to encourage other <font color=green>churches</font>  to try their own programs, Kern said this Sunday 's	Z	Z	Z	Z	Z
church/NNS/br-a31/1806	0.00145280201481651	-0.00195975069538274	church	NNS	D	D	DE	CDE	 special services marking National Christian Family Week in Miami area <font color=green>churches</font>  next week. Of particular meaning to the Charles MacWhorter family	Z	Z	Z	Z	Z
church/NNS/br-b04/1480	-0.00874505767503494	-0.0236575059805246	church	NNS	C	C	C	CDE	 his money and his name: Does it assail schools and <font color=green>churches</font>  with blanket accusations? Does it attack other traditional American institutions	Z	Z	Z	Z	Z
church/NNS/br-b12/2239	0.00645381648896626	0.0405082499332141	church	NNS	B	B	AB	AB	 Methodist Church, Congregational Union, Baptist Union, Presbyterian Church of England, <font color=green>Churches</font>  in Wales, Churches in Ireland, Society of Friends, British and	Z	Z	Z	Z	Z
church/NNS/br-b12/2243	0.00840923184539269	0.0275307751495377	church	NNS	B	B	AB	AB	 Union, Baptist Union, Presbyterian Church of England, Churches in Wales, <font color=green>Churches</font>  in Ireland, Society of Friends, British and Foreign Bible Society	Z	Z	Z	Z	Z
church/NNS/br-b22/1233	0.0864375417501295	0.00424861653315984	church	NNS	B	B	AB	AB	 of five Catholic theologians to attend the World Council of <font color=green>Churches</font>  assembly in New Delhi as`` official'' observers reverses the Church	Z	Z	Z	Z	Z
church/NNS/br-b22/1326	0.188760566745215	0.0569978228696659	church	NNS	B	B	AB	AB	 pervades the Church 's stance toward the Protestant and Orthodox <font color=green>Churches</font> . Noting all the difficulties that stand in the way of	Z	Z	Z	Z	Z
church/NNS/br-c08/1853	0.0368219443829718	-0.00277435953223697	church	NNS	C	C	C	CDE	 the early jazz forms and the music of the Negro <font color=green>churches</font> . To help him on this religious aspect of primitive jazz	Z	Z	Z	Z	Z
church/NNS/br-d02/548	0.0624476806994869	-0.0375479378454404	church	NNS	B	B	AB	AB	 observed to characterize the preaching and teaching of the American <font color=green>churches</font> . In the absence of a truly adequate conceptuality in which	church%1:14:00::	B	B	AB	AB
church/NNS/br-d03/1011	0.107139431118464	-0.156692078403091	church	NNS	D	D	DE	CDE	 often, the sale of 764 chapels''. Most of these former <font color=green>churches</font>  are now used as warehouses, but`` neither Anglicans nor Nonconformists	church%1:06:00::	D	D	DE	CDE
church/NNS/br-d03/1027	0.1651966522995	0.178830877841064	church	NNS	D	D	DE	CDE	 as warehouses, but`` neither Anglicans nor Nonconformists object to selling <font color=green>churches</font>  to Roman Catholics'', and have done so. While it must	church%1:06:00::	D	D	DE	CDE
church/NNS/br-d03/1051	0.0600973019524178	-0.00279070861954733	church	NNS	D	D	DE	CDE	 be said that these same Protestants have built some new <font color=green>churches</font>  during this period, and that religious population shifts have emptied	church%1:06:00::	D	D	DE	CDE
church/NNS/br-d03/1063	0.0415811977294159	-0.0243864612807837	church	NNS	C	C	C	CDE	 during this period, and that religious population shifts have emptied <font color=green>churches</font> , a principal reason for this phenomenon of redundancy is that	church%1:06:00::	D	D	DE	CDE
church/NNS/br-d03/110	0.0179228033837377	-0.00770207131657366	church	NNS	C	C	C	CDE	 was enthusiastically devoted to prayer and discussion by the various <font color=green>churches</font> . Many people seem hopeful, yet it is difficult to predict	church%1:14:00::	B	B	AB	AB
church/NNS/br-d03/1472	0.0645787665823032	0.10689698756996	church	NNS	E	E	DE	CDE	 thy Son''. A hymn often to be heard in Catholic <font color=green>churches</font>  is`` Faith of our Fathers'', which glories in England 's	church%1:06:00::	D	D	DE	CDE
church/NNS/br-d03/1884	0.0186820743841612	0.0307014588071057	church	NNS	B	B	AB	AB	 at least of equal stature in England with the Protestant <font color=green>churches</font> . On successive Sundays during October, 1960, Paul Ferris( a non-Catholic	church%1:14:00::	B	B	AB	AB
church/NNS/br-d03/313	0.0641158521464042	0.0796301056838522	church	NNS	B	B	AB	AB	 saying and writing and implying about the Roman and Anglican <font color=green>Churches</font>  and about the present religious state of England. Since the	anglican_church%1:14:00::	B2	B	AB	AB
church/NNS/br-d03/35	0.0397345621857934	0.0515374708590249	church	NNS	B	B	AB	AB	 efforts of only unauthorized individuals of the Roman and Anglican <font color=green>Churches</font> , and urging a communion of prayer unacceptable to Rome, this	anglican_church%1:14:00::	B2	B	AB	AB
church/NNS/br-d03/779	-0.00879683829208401	0.0295032463671011	church	NNS	D	D	DE	CDE	 less than ten. From many sides come remarks that Protestant <font color=green>churches</font>  are badly attended and the large medieval cathedrals look all	church%1:06:00::	D	D	DE	CDE
church/NNS/br-d03/849	0.0311985294789356	-0.0183855822476768	church	NNS	C	C	C	CDE	 admit the great falling off in effective membership in their <font color=green>churches</font> . According to a newspaper report of the 1961 statistics of	church%1:06:00::	D	D	DE	CDE
church/NNS/br-d03/929	0.082223078122236	-0.0315370645119632	church	NNS	C	C	C	CDE	 the Manchester Guardian of last November, entitled`` Fate of Redundant <font color=green>Churches</font> '', states than an Archbishops' Commission`` reported last month that in	church%1:06:00::	D	D	DE	CDE
church/NNS/br-d03/952	-0.0268129237511117	0.0562709696939222	church	NNS	C	C	C	CDE	 that in the Church of England alone there are 790 <font color=green>churches</font>  which are redundant now, or will be in 20 years	church%1:06:00::	D	D	DE	CDE
church/NNS/br-d03/971	0.312980649235724	0.0793572570156522	church	NNS	D	D	DE	CDE	 will be in 20 years' time. A further 260 Anglican <font color=green>churches</font>  have been demolished since 1948''. And in the last five	church%1:06:00::	D	D	DE	CDE
church/NNS/br-d05/1536	0.204176300651768	-0.0410359781291186	church	NNS	C	C	C	CDE	 descended from the founders( among which were still the Unitarian <font color=green>churches</font> ), made explicit from the beginning that the conflict between him	Z	Z	Z	Z	Z
church/NNS/br-d05/1935	-0.122356167126193	-0.296697926160112	church	NNS	C	C	C	CDE	 his colleagues know that he intended them:`` Even the Unitarian <font color=green>churches</font>  have caught the malaria, and are worse than those who	Z	Z	Z	Z	Z
church/NNS/br-d09/1216	0.0809847362204038	-0.0058231588130094	church	NNS	C	C	C	CDE	 membership training, since this is a recent development in many <font color=green>churches</font> . Those coming from other denominations will welcome the opportunity to	Z	Z	Z	Z	Z
church/NNS/br-d09/181	0.0273436955910544	-0.0179171060807216	church	NNS	C	C	C	CDE	 life of the Church. Neglect means spiritual paralysis or death. <font color=green>Churches</font>  that have a carefully planned program of membership preparation and	Z	Z	Z	Z	Z
church/NNS/br-d09/1910	0.0663584992986555	-0.0289343497980363	church	NNS	C	C	C	CDE	 This problem is illustrated by the fact that many local <font color=green>churches</font>  drop from the active membership rolls each year as many	Z	Z	Z	Z	Z
church/NNS/br-d09/1946	0.0542026074388484	-0.0532210843761024	church	NNS	C	C	C	CDE	 some areas where population is expanding, show that numbers of <font color=green>churches</font>  have had little net increase, though many new members were	Z	Z	Z	Z	Z
church/NNS/br-d09/502	0.0727415903251959	-0.048662552972877	church	NNS	C	C	C	CDE	 sessions of preparation for membership is necessary for adults. Some <font color=green>churches</font>  require more. None should ask less. Those who join the	Z	Z	Z	Z	Z
church/NNS/br-d09/559	0.00996706051728059	-0.00924826366288966	church	NNS	C	C	C	CDE	 devotion to it if membership requires something of them. Many <font color=green>churches</font>  find the Sunday school hour to be the most practical	Z	Z	Z	Z	Z
church/NNS/br-d09/891	0.040488033295288	-0.0349999661926567	church	NNS	C	C	C	CDE	 have been found effective. Extend the number of classes. Some <font color=green>churches</font>  have six or more training sessions of two hours each	Z	Z	Z	Z	Z
church/NNS/br-d10/1095	0.0531571281822375	-0.027401716435223	church	NNS	C	C	C	CDE	 Asians tend to consider not only missions but the local <font color=green>churches</font>  they have produced as centers and agents of Western culture	Z	Z	Z	Z	Z
church/NNS/br-d10/2114	0.0856500520781874	-0.0131098447484456	church	NNS	B	B	AB	AB	 Newbiggin reflects the dominant position within the World Council of <font color=green>Churches</font>  when he says,`` We must claim absoluteness and finality for	Z	Z	Z	Z	Z
church/NNS/br-d10/305	0.11178859296319	-0.172478410068108	church	NNS	C	C	C	CDE	 may have a certain justification, we ought to dispense with <font color=green>churches</font> . The suggestion is naive. Man is at once a gregarious	Z	Z	Z	Z	Z
church/NNS/br-d14/1926	0.170528757894562	0.0564189984810317	church	NNS	B	B	AB	AB	 John Greenleaf Whittier( 1807- 1892) he eventually attacked the orthodox <font color=green>churches</font>  for what he deemed their cowardly compromising on the slavery	Z	Z	Z	Z	Z
church/NNS/br-d14/199	0.0348114555287128	0.0127733681310479	church	NNS	C	C	C	CDE	 proportion, although in 1914 still a minority, were members of <font color=green>churches</font> . Presumably those who did not have a formal church connexion	Z	Z	Z	Z	Z
church/NNS/br-d14/2203	0.0514333228778715	-0.0580411054838655	church	NNS	B	B	AB	AB	 preaching of Lyman Beecher. Although he later broke with the <font color=green>churches</font>  because he believed that they were insufficiently outspoken against social	Z	Z	Z	Z	Z
church/NNS/br-d14/457	0.0677030553115171	-0.0234505030805807	church	NNS	C	C	C	CDE	 church members mounted, the degree of discipline exercised by the <font color=green>churches</font>  lessened and the trend was towards conformity to the general	Z	Z	Z	Z	Z
church/NNS/br-d14/507	0.0200467767208905	-0.015104726236611	church	NNS	C	C	C	CDE	 the ethical codes to which the majority subscribed. Thus Baptist <font color=green>churches</font>  on the frontier took cognizance of charges against their members	Z	Z	Z	Z	Z
church/NNS/br-d17/569	0.0739679831453054	-0.0254851503999341	church	NNS	C	C	C	CDE	 one of my editorial workers wanted to find out how <font color=green>churches</font>  and philanthropic organizations met the needs of New York 's	Z	Z	Z	Z	Z
church/NNS/br-e12/1082	-0.0404768685135794	-0.00820809090373636	church	NNS	D	D	DE	CDE	 famous Alamo and photograph 18 th Century Spanish buildings and <font color=green>churches</font> . The Great Smoky Mountains is another area of the South	Z	Z	Z	Z	Z
church/NNS/br-e13/808	-0.00233178283019323	-0.031939415299052	church	NNS	D	D	DE	CDE	 fell in. Nevertheless, it remained one of the most splendid <font color=green>churches</font>  of the Eastern Empire, where the Byzantine Emperors were crowned	Z	Z	Z	Z	Z
church/NNS/br-f15/1245	0.0757044920857362	0.00777871931160759	church	NNS	B	B	AB	AB	 Consider what happened during World War 1,, when the Protestant <font color=green>churches</font>  united to push the Prohibition law through Congress. Many of	church%1:14:00::	B	B	AB	AB
church/NNS/br-f15/1425	0.248123727579462	0.0464235967294958	church	NNS	B	B	AB	AB	 turn of the century, contraception was condemned by all Christian <font color=green>churches</font>  as immoral, unnatural and contrary to divine law. This was	christian_church%1:14:00::	B	B	AB	AB
church/NNS/br-f15/1455	0.0254748874101029	0.0190596472679342	church	NNS	B	B	AB	AB	 laws of Christian countries. Today, the Roman Catholic and Orthodox <font color=green>Churches</font>  stand virtually alone in holding that conviction. The various Lambeth	orthodox_church%1:14:00::	B1	B	AB	AB
church/NNS/br-f15/1720	0.048624723250466	-0.0125234272406521	church	NNS	B	B	AB	AB	 28 members of a committee of the Federal Council of <font color=green>Churches</font>  ratified artificial methods of birth control.`` As to the necessity	group%1:03:00::	C	C	C	CDE
church/NNS/br-f15/1887	0.0905829902410987	0.0253214219366912	church	NNS	B	B	AB	AB	 1961, by the general board of the National Council of <font color=green>Churches</font> , the largest Protestant organization in the US. The board approved	group%1:03:00::	C	C	C	CDE
church/NNS/br-f15/1944	0.0829307434237137	0.0486548148880551	church	NNS	B	B	AB	AB	 of contraceptives. The general board declared:`` Most of the Protestant <font color=green>churches</font>  hold contraception and periodic continence to be morally right when	church%1:14:00::	B	B	AB	AB
church/NNS/br-f15/1998	0.184119162716376	0.0132881636727712	church	NNS	B	B	AB	AB	 of conception''. An action once universally condemned by all Christian <font color=green>churches</font>  and forbidden by the civil law is now not only	christian_church%1:14:00::	B	B	AB	AB
church/NNS/br-f15/821	0.0503717883668445	0.0456180776715149	church	NNS	B	B	AB	AB	 the exception of the Roman Catholic and the Orthodox Catholic <font color=green>Churches</font> , most churches make no moral distinction between rhythm and mechanical	orthodox_catholic_church%1:14:00::	B1	B	AB	AB
church/NNS/br-f15/824	0.0430448447213318	0.0269060281222016	church	NNS	B	B	AB	AB	 of the Roman Catholic and the Orthodox Catholic Churches, most <font color=green>churches</font>  make no moral distinction between rhythm and mechanical or chemical	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/1106	0.112120293709692	-0.00653835875183622	church	NNS	C	C	C	CDE	 who will strengthen the social class nucleus of the congregation. <font color=green>Churches</font>  can be strengthened through this process of co-optation so long	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/1189	0.0526051637224172	-0.0315380126109234	church	NNS	C	C	C	CDE	 and publicity in reaching new members. The proclamation of the <font color=green>churches</font>  is almost totally confined to pastoral contacts by the clergy	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/124	0.0183643476690277	-0.0362936806536178	church	NNS	C	C	C	CDE	 inner city blight account for the decline of central city <font color=green>churches</font> . Central cities reveal two adverse features for the major denominations	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/1262	0.066877704422631	-0.0557640151010021	church	NNS	C	C	C	CDE	 will account for a major share of recruitment by the <font color=green>churches</font> , making it quite evident that the extension of economic integration	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/1427	0.0300585599575468	-0.0316221123702279	church	NNS	C	C	C	CDE	 for more than a single generation. The fact that metropolitan <font color=green>churches</font>  of the major denominations have moved approximately every generation for	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/1475	0.0414153878220204	-0.0186974950410331	church	NNS	D	D	DE	CDE	 in religious life, when one recalls the number of city <font color=green>churches</font>  which deteriorated beyond repair before being abandoned, raises fundamental questions	church%1:06:00::	D	D	DE	CDE
church/NNS/br-f44/1683	0.00874420326281803	-0.103036303153083	church	NNS	C	C	C	CDE	 hopelessly unstable environment. More than creatures of metropolitan forces, the <font color=green>churches</font>  have taken the lead in counteracting the interdependence of metropolitan	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/1802	0.0953171101652385	-0.194385308041036	church	NNS	D	D	DE	CDE	 fight their way into the lower middle-class suburbs, and the <font color=green>churches</font>  will experience the same decay and rebuilding cycle which has	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/1918	0.0832382585498947	-0.0527095445440582	church	NNS	C	C	C	CDE	 of middle-class culture could lead to various projections for the <font color=green>churches</font> . It could be argued that any fellowship which centers in	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/2015	0.00729305500455334	-0.0300521547302519	church	NNS	C	C	C	CDE	 next chapter to the style of association in the denominational <font color=green>churches</font> ; this style is characteristically an expression of the communal style	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/2181	-0.0495230099256326	-0.0758375275858956	church	NNS	C	C	C	CDE	 have fashioned the iron cage of conformity which imprisons the <font color=green>churches</font>  in their suburban captivity. The perplexing question still remains as	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/2201	-0.00347778994795814	-0.0205886203965038	church	NNS	C	C	C	CDE	 remains as to why the middle classes turn to the <font color=green>churches</font>  as a vehicle of social identity when their clubs and	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/343	0.0615017974109034	-0.0978137221480041	church	NNS	C	C	C	CDE	 moreover, residential mobility is so high in metropolitan areas that <font color=green>churches</font>  have to recruit constantly in their core stratum in order	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/868	-0.0783914767144059	0.0840238642175918	church	NNS	C	C	C	CDE	 and congregational outreach have not been carefully studied in the <font color=green>churches</font> ; one study in Pittsburgh, however, has illuminated the situation. In	church%1:14:00::	B	B	AB	AB
church/NNS/br-f44/890	0.0369429161351323	-0.041789991592663	church	NNS	C	C	C	CDE	 the situation. In a sample of new members of Pittsburgh <font color=green>churches</font> , almost 60 per cent were recruited by initial`` contacts with	church%1:14:00::	B	B	AB	AB
church/NNS/br-g13/1130	0.169502389153993	-0.165703364197128	church	NNS	D	D	DE	CDE	 holy barbarians; they will destroy the shrines, temples, museums, and <font color=green>churches</font>  of the state that is the implacable enemy of the	Z	Z	Z	Z	Z
church/NNS/br-k01/769	-0.265027368337272	-0.0714613003243739	church	NNS	D	D	DE	CDE	 It was a Negro section of peeling row houses, store-front <font color=green>churches</font>  and ragged children. Rachel had to bend toward Scotty and	church%1:06:00::	D	D	DE	CDE
church/NNS/br-k04/2307	-0.0027128000417038	0.125951838137604	church	NNS	B	B	AB	AB	 his career in the Methodist church, if not in all <font color=green>churches</font> .	church%1:06:00::	D	D	DE	CDE
church/NNS/br-k06/1925	-0.266071448456738	-0.0894014749994754	church	NNS	D	D	DE	CDE	 them open. Lightning might strike the steeples of the other <font color=green>churches</font> ; not of Drew Church. A flash illumined the trees as	church%1:06:00::	D	D	DE	CDE
