id	model.x	model.y	lemma	wf	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	new_pos	new_broad_genre
state/NN/br-g02/1113	-0.0766271963441488	-0.00230046115394389	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 individual welfare is a concept not limited to the United <font color=green>States</font>  or even to the Western nations. A measure of its	1	0	114	0	7	NNPS	fiction
state/NN/br-g02/1335	-0.11001864793888	-0.0224812310700412	state	states	NN	belles_lettres	fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 better or for worse, we all now live in welfare <font color=green>states</font> , the organizing principle of which is collective responsibility for individual	4	4	149	100	6	NNS	fiction
state/NN/br-g02/1584	-0.093571438562472	-0.0807939491319524	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 nation-state coincides roughly with the separate existence of the United <font color=green>States</font>  as an independent entity, it is perhaps natural for Americans	1	0	83	0	5	NNPS	fiction
state/NN/br-g02/1630	-0.176945892215379	-0.0588517450435841	state	state	NN	belles_lettres	fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 is the political principle that epitomizes and glorifies the territorial <font color=green>state</font>  as the characteristic type of socal structure. But it is	5	3	155	60	4	NN	fiction
state/NN/br-g02/1874	-0.328633054638496	-0.0431142366296505	state	state	NN	belles_lettres	fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 that the viability and usefulness of nationalism and the territorial <font color=green>state</font>  are rapidly dissipating at precisely the time that the nation-state	3	2	125	67	4	NN	fiction
state/NN/br-g02/253	-0.0810727049723071	0.00176750978446624	state	state	NN	belles_lettres	fiction	B	B	AB	ABC	Z	Z	Z	Z	Z	 was paid by statesman or scholar to an idea of <font color=green>state</font>  responsibility, either internally or externally. This was particularly true in	2	2	110	100	5	NN	fiction
state/NN/br-g02/381	-0.105254499636804	-0.013261440454825	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 in motivation, however much other nations( e. g., the United <font color=green>States</font> ) may have incidentally benefited. At the same time, all suggestions	1	0	94	0	8	NNPS	fiction
state/NN/br-g02/411	-0.108086591834095	-0.0173416184569519	state	state	NN	belles_lettres	fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 existed for the welfare of the people within the territorial <font color=green>state</font>  was strongly resisted. Social Darwinism was able to stave off	4	2	127	50	7	NN	fiction
state/NN/br-g02/533	-0.0829001733554431	-0.126490228540922	state	state	NN	belles_lettres	fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 was transformed from one essentially negative in nature( the`` night-watchman <font color=green>state</font> '') to one with affirmative duties to perform. The`` positive state	5	3	90	60	5	NN	fiction
state/NN/br-g02/547	-0.0537454042573459	-0.117810295854994	state	state	NN	belles_lettres	fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 state'') to one with affirmative duties to perform. The`` positive <font color=green>state</font> '' came into existence. For lawyers, reflecting perhaps their parochial preferences	3	3	122	100	6	NN	fiction
state/NN/br-g02/681	-0.190744439581355	-0.0698980985528548	state	state	NN	belles_lettres	fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 the many facets of the American version of the welfare <font color=green>state</font>  have become part of the conventional wisdom. A national consensus	3	2	102	67	5	NN	fiction
state/NN/br-g02/9	0.021188917222611	-0.111017026672128	state	state	NN	belles_lettres	fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 In the past, the duties of the <font color=green>state</font> , as Sir Henry Maine noted long ago, were only two	1	1	71	100	6	NN	fiction
state/NN/br-g03/817	-0.0436380800993162	0.00718421398974559	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 sweeping defense policy reappraisal by the Kennedy Administration, basic United <font color=green>States</font>  strategy has been modified- and large new sums allocated- to	1	0	77	0	9	NNPS	fiction
state/NN/br-g03/875	0.0336588346805608	0.10568360620159	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Soviet missiles shortly after they are launched against the United <font color=green>States</font> . BMEWS intelligence is simultaneously flashed to NORAD( North American Air	1	0	102	0	8	NNPS	fiction
state/NN/br-g06/1016	-0.0489272423407775	0.139550317177197	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 insistence of Arturo Toscanini, Steinberg left Germany for the United <font color=green>States</font> , by way of Switzerland. After he had spent the first	1	0	126	0	3	NNPS	fiction
state/NN/br-g06/1056	-0.0196260910568296	0.109119414519984	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 NBC Orchestra, he made numerous guest appearances throughout the United <font color=green>States</font>  and Latin America. In 1945 he became conductor of the	1	0	132	0	6	NNPS	fiction
state/NN/br-g06/1295	0.129827082331801	0.126606089117375	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 in Munich and Cologne.`` Then I return to the United <font color=green>States</font>  for engagements at the Hollywood Bowl and in Philadelphia'', he	1	0	82	0	4	NNPS	fiction
state/NN/br-g07/2008	-0.120045091715499	0.190603906779059	state	state	NN	belles_lettres	fiction	A	A	AB	ABC	Z	Z	Z	Z	Z	 upon- if not displacing- affectionate ties to one 's own <font color=green>state</font> , was epitomized by Washington. His first inaugural address speaks of	2	2	40	100	3	NN	fiction
state/NN/br-g07/2122	-0.21317658541986	0.118897258870442	state	state	NN	belles_lettres	fiction	A	A	AB	ABC	Z	Z	Z	Z	Z	 former and Jefferson and Madison upholding the latter position. The <font color=green>state</font>  's rights position was formulated by Jefferson and Madison in	5	5	163	100	7	NN	fiction
state/NN/br-g07/2147	-0.207910707346341	0.461694598506556	state	state	NN	belles_lettres	fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 Virginia Resolves, but in their later careers as heads of <font color=green>state</font>  the two proved themselves better Hamiltonians than Jeffersonians. In purchasing	2	1	151	50	1	NN	fiction
state/NN/br-g07/2238	-0.0781757614251856	0.0772840068148174	state	state	NN	belles_lettres	fiction	A	A	AB	ABC	Z	Z	Z	Z	Z	 in 1832, the South Carolina nullifiers adopted the principle of <font color=green>state</font>  interposition which Madison had advanced in his old Virginia Resolve	4	2	163	50	7	NN	fiction
state/NN/br-g07/546	-0.0289408841783417	0.010694511109032	state	state	NN	belles_lettres	fiction	A3	A	AB	ABC	Z	Z	Z	Z	Z	 France and the peace that ended the war, headed the <font color=green>state</font>  government of Pennsylvania, and exercised an important moderating influence at	2	2	112	100	6	NN	fiction
state/NN/br-g07/690	-0.102497098034343	0.187615805818011	state	state	NN	belles_lettres	fiction	A1	A	AB	ABC	Z	Z	Z	Z	Z	 of pre-Revolutionary radical ideology, wrote the constitution of his home <font color=green>state</font>  of Massachusetts, negotiated, with Franklin and Jay, the peace with	4	2	157	50	5	NN	fiction
state/NN/br-g07/853	-0.0786974124061788	0.0651609726838975	state	State	NN	belles_lettres	fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 party in American history, and, as Jefferson 's Secretary of <font color=green>State</font>  and his successor in the Presidency, guided the nation through	1	1	136	100	5	NNP	fiction
state/NN/br-g10/1095	-0.0362336543493559	-0.0218916726039732	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 are the two Preambles:`` we the People of the United <font color=green>States</font> , in order to form a more perfect Union, establish Justice	1	0	64	0	4	NNPS	fiction
state/NN/br-g10/1145	-0.0490878031710529	0.00784328171189216	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Posterity, do ordain and establish this Constitution for the United <font color=green>States</font>  of America''.`` We the people of the Confederate States, each	1	0	111	0	3	NNPS	fiction
state/NN/br-g10/1160	-0.120183770829242	0.0208704686167875	state	state	NN	belles_lettres	fiction	A1	A	AB	ABC	Z	Z	Z	Z	Z	 of America''.`` We the people of the Confederate States, each <font color=green>state</font>  acting in its sovereign and independent character, in order to	4	3	143	75	5	NN	fiction
state/NN/br-g10/1216	-0.0871057843704771	0.030053846902685	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 God- do ordain and establish this Constitution for the Confederate <font color=green>States</font>  of America''. One is tempted to say that, on the	3	2	130	67	5	NNPS	fiction
state/NN/br-g10/1323	-0.200669285755012	0.0337096084934406	state	state	NN	belles_lettres	fiction	A1	A	AB	ABC	Z	Z	Z	Z	Z	 them, the same right must be conceded to each remaining <font color=green>state</font>  whenever it saw fit to secede: This would destroy the	1	1	155	100	6	NN	fiction
state/NN/br-g10/1430	-0.104300372008179	0.0665573831878229	state	state	NN	belles_lettres	fiction	A1	A	AB	ABC	Z	Z	Z	Z	Z	 slavery, Lincoln was always willing to concede to each`` slave <font color=green>state</font> '' the right to decide independently whether to continue or end	3	2	110	67	6	NN	fiction
state/NN/br-g10/1790	-0.106838834205865	0.0795631986051904	state	State	NN	belles_lettres	fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 Inaugural. To my knowledge, Lincoln remains the only Head of <font color=green>State</font>  and Commander-in-Chief who, while fighting a fearful war whose issue	3	1	101	33	5	NNP	fiction
state/NN/br-g10/2033	-0.123101140808374	-0.0644772904972158	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 devotion'' to prevent disunion, preserved individual freedom in the United <font color=green>States</font>  from the dangers of anarchy, inherent in confederations, which throughout	1	0	83	0	6	NNPS	fiction
state/NN/br-g10/310	0.0065910802888051	0.0825355834026619	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 down to this: The Southern States insisted that the United <font color=green>States</font>  was, in last analysis, what its name implied- a Union	1	0	78	0	4	NNPS	fiction
state/NN/br-g10/586	-0.118201460746424	0.064379289901028	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 to secede'', they formed what they officially styled`` The Confederate <font color=green>States</font>  of America''. Dictionaries, as we have seen, still cite this	2	2	142	100	4	NNPS	fiction
state/NN/br-g10/688	-0.119796410445544	0.00110798189516978	state	state	NN	belles_lettres	fiction	A3	A	AB	ABC	Z	Z	Z	Z	Z	 substantially the same division of power between the central and <font color=green>state</font>  governments, and among the executive, legislative and judicial branches. Many	4	4	101	100	7	NN	fiction
state/NN/br-g10/731	-0.217183786332008	0.0205160980408167	state	state	NN	belles_lettres	fiction	A1	A	AB	ABC	Z	Z	Z	Z	Z	 Constitution was that the former recognized the right of each <font color=green>state</font>  to secede. But though each of its members had asserted	3	2	117	67	3	NN	fiction
state/NN/br-g10/773	-0.166551866459666	0.00809824741648214	state	state	NN	belles_lettres	fiction	A1	A	AB	ABC	Z	Z	Z	Z	Z	 month before hostilities began- included no explicit provision authorizing a <font color=green>state</font>  to secede. Its drafters discussed this vital point but left	3	3	163	100	6	NN	fiction
state/NN/br-g13/1133	-0.114144833549726	-0.22369165465982	state	state	NN	belles_lettres	fiction	A4	A	AB	ABC	Z	Z	Z	Z	Z	 will destroy the shrines, temples, museums, and churches of the <font color=green>state</font>  that is the implacable enemy of the life they believe	4	1	16	25	1	NN	fiction
state/NN/br-g13/1778	-0.156207332153394	0.0975526614924653	state	state	NN	belles_lettres	fiction	A1	A	AB	ABC	Z	Z	Z	Z	Z	 do not count, for they hold the laws of the <font color=green>state</font>  null and void. They feel they are leagued against a	1	1	120	100	4	NN	fiction
state/NN/br-g17/2109	-0.165934356902842	0.163766660223008	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 the chief universities, colleges, and preparatory schools of the United <font color=green>States</font> . Why should this be so? It is true that New	1	0	99	0	4	NNPS	fiction
state/NN/br-g17/2194	-0.0389964402039192	0.103774717700838	state	states	NN	belles_lettres	fiction	A	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 country? Is n't it a bit odd that the three <font color=green>states</font>  of Southern New England( Massachusetts, Connecticut, and Rhode Island) have	4	2	120	50	7	NNS	fiction
state/NN/br-g17/2210	-0.0591534952831704	0.0369292082204422	state	state	NN	belles_lettres	fiction	A2	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 Southern New England( Massachusetts, Connecticut, and Rhode Island) have had <font color=green>state</font>  institutions of university status only in the very recent past	5	4	122	80	9	NN	fiction
state/NN/br-g17/2310	-0.0709021438148357	0.127042633816021	state	state	NN	belles_lettres	fiction	A	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 the West? Is it not ironical that Roger Williams 's <font color=green>state</font> , Rhode Island, should have been the very last of the	1	0	110	0	6	NN	fiction
state/NN/br-g19/545	-0.23250327055821	-0.0216939814128551	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 of the giant corporations in Western Europe and the United <font color=green>States</font>  dates from the period 1880- 1900. Now, although the roots	1	0	127	0	4	NNPS	fiction
state/NN/br-g21/1159	0.0623248095148882	0.0767356951108773	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	united_states%1:14:00::	A52	A	AB	ABC	 During the next five years liberal leaders in the United <font color=green>States</font>  sank in the cumulative confusion attendant upon and manifested in	1	0	75	0	4	NNPS	fiction
state/NN/br-g21/2009	0.0209163968416261	0.0460220799299397	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	united_states%1:14:00::	A52	A	AB	ABC	 same refrain mentioned above:`` The paramount goal of the United <font color=green>States</font> , set long ago, was to guard the rights of the	1	0	71	0	5	NNPS	fiction
state/NN/br-g21/2184	0.0765046280475492	0.159853483118321	state	state	NN	belles_lettres	fiction	D	D	D	D	state%1:03:00::	D1	D	D	D	 to you an uncertain and uneasy, not to say confused, <font color=green>state</font>  of the public mind? What is the common man 's	4	3	123	75	4	NN	fiction
state/NN/br-g21/244	-0.172277609143686	-0.0259626128061213	state	States	NN	belles_lettres	fiction	A5	A	AB	ABC	united_states%1:14:00::	A52	A	AB	ABC	 to be the duty of the destiny of the United <font color=green>States</font>  to assist in the creation of a better world by	1	0	131	0	5	NNPS	fiction
state/NN/br-g21/991	-0.168842735882936	-0.15368599006045	state	State	NN	belles_lettres	fiction	C	C	C	ABC	state%1:14:01::	B	B	AB	ABC	 the Marxist dream of a classless society under a Socialist <font color=green>State</font> . And the USSR existed as the revolutionary experiment in radical	4	1	47	25	5	NNP	fiction
state/NN/br-g22/1822	-0.0838396323447031	-0.00699883671381899	state	state	NN	belles_lettres	fiction	B	B	AB	ABC	state%1:14:01::	B	B	AB	ABC	 acting as controllers of the corporation whose responsibility to the <font color=green>state</font>  would now be defined against proprietorship because employees and proprietors	3	2	130	67	5	NN	fiction
state/NN/br-g22/594	-0.0710779134691454	0.0592144449452006	state	State	NN	belles_lettres	fiction	C	C	C	ABC	state_department%1:14:00::	C1	C	C	ABC	 of`` The Soviet Cultural Offensive'', he says,`` Long before the <font color=green>State</font>  Department organized its bureaucracy into an East-West Contacts Staff in	2	1	127	50	4	NNP	fiction
state/NN/br-g22/643	-0.0686983357475347	0.0451359128256231	state	State	NN	belles_lettres	fiction	C	C	C	ABC	state_department%1:14:00::	C1	C	C	ABC	 when the enterprising promoters of' Porgy and Bess' overrode the <font color=green>State</font>  Department to carry the contemporary' cultural warfare' behind the enemy	1	1	104	100	5	NNP	fiction
state/NN/br-g28/1728	-0.0126085709829541	0.0664103520137423	state	states	NN	belles_lettres	fiction	A4	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 preacher and a college and university president in four Southern <font color=green>states</font> , published the earliest of these backwoods sketches and in the	1	1	113	100	6	NNS	fiction
state/NN/br-g43/2228	-0.183012399595655	0.0531971239918797	state	state	NN	belles_lettres	fiction	D	D	D	D	state_of_affairs%1:26:00::	D1	D	D	D	 a search for the human significance of an event or <font color=green>state</font>  of affairs, a tendency to look at wholes rather than	2	1	98	50	3	NN	fiction
state/NN/br-k03/2239	0.0314966549808211	0.440894171734515	state	state	NN	fiction_gral	fiction	A4	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 've got a quarter of a million Germans in my <font color=green>state</font> , and those krautheads tune in on Father Werther every night	2	0	80	0	3	NN	fiction
state/NN/br-k03/2311	0.149951281546552	0.300204245370036	state	state	NN	fiction_gral	fiction	A4	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 he says,' Look here, there 's a mill in my <font color=green>state</font>  employs five thousand people making uniforms for the Navy.	3	1	123	33	3	NN	fiction
state/NN/br-k05/60	-0.0535759173847963	0.1984652235382	state	State	NN	fiction_gral	fiction	C	C	C	ABC	secretary_of_state%1:18:00::	C1	C	C	ABC	 he was delivering a prescription from Dr. Verdi. Secretary of <font color=green>State</font>  Seward was a sick man. The idea had come from	1	0	130	0	3	NNP	fiction
state/NN/br-k09/375	0.24532342564863	-0.21193532083703	state	state	NN	fiction_gral	fiction	D	D	D	D	state%1:03:00::	D1	D	D	D	 wipe my flint, but I did n't dare to, the <font color=green>state</font>  my hands were in, just as I did n't dare	2	1	33	50	2	NN	fiction
state/NN/br-k10/1990	-0.196205926925033	0.0185583813526826	state	state	NN	fiction_gral	fiction	B	B	AB	ABC	state%1:14:01::	B	B	AB	ABC	 or unleavened bread are inconsequential. Geneva must remain a sovereign <font color=green>state</font> . We will not yield to the demands of Bern''! The	3	3	126	100	6	NN	fiction
state/NN/br-k14/2245	0.220737055906441	-0.433265608754859	state	state	NN	fiction_gral	fiction	D	D	D	D	state%1:03:00::	D1	D	D	D	 worry; and by the second night he was in a <font color=green>state</font>  of panic: he could see nothing out of the afflicted	2	1	136	50	1	NN	fiction
state/NN/br-k15/1299	-0.0634887561038477	0.0408742443648016	state	state	NN	fiction_gral	fiction	A3	A	AB	ABC	state_government%1:14:00::	C2	C	C	ABC	 of the convention in Wheeling, Which had formed a new <font color=green>state</font>  government by declaring the government at Richmond in the east	3	3	115	100	7	NN	fiction
state/NN/br-k15/210	-0.020472175046666	0.218601442014282	state	state	NN	fiction_gral	fiction	D	D	D	D	state%1:03:00::	D1	D	D	D	 Kate moved through all the preparations and services in a <font color=green>state</font>  of bewilderment. She would not accept the death of such	1	0	61	0	4	NN	fiction
state/NN/br-k27/1154	-0.000736780844996888	0.152975742440287	state	state	NN	fiction_gral	fiction	D	D	D	D	state%1:03:00::	D1	D	D	D	 words about the doctor 's provincial American speech and a <font color=green>state</font>  of nerves brought on by the demands of his work	1	1	84	100	4	NN	fiction
state/NN/br-k27/586	0.0205318653848088	-0.403585005461702	state	state	NN	fiction_gral	fiction	D	D	D	D	state%1:03:00::	D1	D	D	D	 sense of immediacy left him and he fell into a <font color=green>state</font>  of harmony with the birds around him. He stroked the	2	1	82	50	2	NN	fiction
state/NN/br-l01/1511	-0.0419681228472545	0.0449758972825358	state	state	NN	fiction_mystery	fiction	A4	A	AB	ABC	Z	Z	Z	Z	Z	 It was a fantastic story. Only two people in the <font color=green>state</font>  of Illinois knew that I was entering Hanover State Hospital	1	1	122	100	6	NN	fiction
state/NN/br-l01/88	-0.0410834092592394	-0.164896210797656	state	state	NN	fiction_mystery	fiction	A1	A	AB	ABC	Z	Z	Z	Z	Z	 the patients, that technically I was a ward of the <font color=green>state</font>  of Illinois, going to a hospital for the mentally ill	2	2	138	100	5	NN	fiction
state/NN/br-l16/162	-0.136660728126636	-0.175596686103859	state	state	NN	fiction_mystery	fiction	D	D	D	D	emotional_state%1:26:00::	D1	D	D	D	 escaped him, followed by a sentiment that revealed his emotional <font color=green>state</font> .`` Why, I 'm not fit to touch the hem of	2	2	114	100	5	NN	fiction
state/NN/br-l16/552	-0.0567152743356406	0.109708417391127	state	State	NN	fiction_mystery	fiction	C	C	C	ABC	state_department%1:14:00::	C1	C	C	ABC	 Leigh. If you want to spend another day in the <font color=green>State</font>  Department- another day- you get in there and tell that	1	1	166	100	2	NNP	fiction
state/NN/br-m01/1641	-0.0106706689812388	0.00410661785587025	state	States	NN	fiction_science	fiction	A5	A	AB	ABC	president_of_the_united_states%1:18:00::	A51	A	AB	ABC	 the purpose was less immediate. The President of the United <font color=green>States</font>  proclaimed the first Sunday in November as`` National Grandmothers '	1	0	84	0	9	NNPS	fiction
state/NN/br-m02/939	-0.109216938031465	0.148276831836723	state	states	NN	fiction_science	fiction	B	B	AB	ABC	state%1:15:01::	A	A	AB	ABC	 China, all of southeast Asia, southern India and Ceylon, these <font color=green>states</font>  of the Malay Federation spoke Bazaar. Siberia spoke Icelandic. His	7	4	83	57	7	NNS	fiction
state/NN/br-m03/1014	-0.192258855930239	0.0721174795200359	state	States	NN	fiction_science	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 agreements, for instance, had been unreassuringly dismal; but the United <font color=green>States</font>  and the Union of Soviet Socialist Republics nevertheless did eventually	1	0	114	0	4	NNPS	fiction
state/NN/br-n06/1235	0.261169400603002	-0.338927998899753	state	state	NN	fiction_adventure	fiction	D	D	D	D	Z	Z	Z	Z	Z	 look at it from a distance. I lived in a <font color=green>state</font>  of suspense because of it. I could not cling to	1	0	42	0	2	NN	fiction
state/NN/br-n06/4	-0.344178887483009	0.139488044428646	state	state	NN	fiction_adventure	fiction	D	D	D	D	Z	Z	Z	Z	Z	 Such was my <font color=green>state</font>  of mind that I did not question the possibility of	2	0	101	0	1	NN	fiction
state/NN/br-n07/1774	0.092155791401858	0.0313197549475564	state	state	NN	fiction_adventure	fiction	A4	A	AB	ABC	Z	Z	Z	Z	Z	 Barton was free flashed across the central portion of the <font color=green>state</font> . It reached Donald Kruger in his massive home in Burlingame	3	2	76	67	8	NN	fiction
state/NN/br-n11/1961	-0.0124287944955537	0.0420851221555511	state	state	NN	fiction_adventure	fiction	A4	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 for him by privately claiming every unsolved murder in the <font color=green>state</font> . It is also possible, but equally doubtful, that he actually	1	0	77	0	6	NN	fiction
state/NN/br-n11/729	-0.0854455103112306	-0.0894500220718711	state	state	NN	fiction_adventure	fiction	A4	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 the ground! You reckon there 's two men in this <font color=green>state</font>  can shoot like that''? Publicly, he denied everything. Privately, he	1	0	37	0	4	NN	fiction
state/NN/br-p05/1180	-0.206432541106206	-0.423404738250677	state	states	NN	fiction_romance	fiction	B	B	AB	ABC	Z	Z	Z	Z	Z	 Orient in their faces; there are beauties from the Balkan <font color=green>states</font>  who are similarly endowed, and- back in the blessed United	1	0	225	0	1	NNS	fiction
state/NN/br-p05/1193	-0.104722805821216	-0.340268550636853	state	States	NN	fiction_romance	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 who are similarly endowed, and- back in the blessed United <font color=green>States</font> - they were regarded simply as pretty women. Now, having been	1	0	137	0	3	NNPS	fiction
state/NN/br-p07/998	0.0784011121475112	0.026392098041941	state	States	NN	fiction_romance	fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 number of our crew that when they reach the United <font color=green>States</font> , they will be punished but that in the meanwhile, they	1	0	57	0	5	NNPS	fiction
state/NN/br-p09/1670	0.217786939126922	-0.0498899759380939	state	States	NN	fiction_romance	fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 doing for them he would do all over the United <font color=green>States</font>  some day. So they stayed quiet and hung not on	1	0	76	0	4	NNPS	fiction
state/NN/br-r01/934	0.121723202795001	0.107329309271717	state	state	NN	humor	fiction	D	D	D	D	Z	Z	Z	Z	Z	 Barco, policemen with shovels, newspaper reporters, and cameramen. Barco, his <font color=green>state</font>  of apprehension gone, never to return, had assumed a matter-of-factness	1	1	114	100	4	NN	fiction
state/NN/br-r06/2409	-0.0282553105476631	0.0944773639537742	state	state	NN	humor	fiction	C	C	C	ABC	state%1:14:00::	B1	B	AB	ABC	 the paranoiac and the manic-depressive to become head of a <font color=green>state</font> . Complete power not only corrupts but it also attracts the	2	1	23	50	3	NN	fiction
state/NN/br-r06/57	0.241605577046292	0.348946152263503	state	state	NN	humor	fiction	D	D	D	D	state%1:03:00::	D1	D	D	D	 the venerable gentleman becomes an angry old man about the <font color=green>state</font>  of literature or something else that is dwindling and diminishing	3	0	113	0	2	NN	fiction
state/NN/br-r09/1146	0.332482444493262	0.275685405681741	state	state	NN	humor	fiction	B	B	AB	ABC	state%1:15:01::	A	A	AB	ABC	 altogether different cup of tea. They hail from Travancore, a <font color=green>state</font>  in the subcontinent where Kali, the goddess of death, is	2	0	77	0	2	NN	fiction
state/NNP/br-f04/1665	0.0111483596406906	0.00951273808011237	state	State	NNP	popular_lore	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Following a talk by Mr. Clark at the New York <font color=green>State</font>  Natural Food Associates Convention, a man from the audience offered	2	1	202	50	8	NNP	essays
state/NNP/br-f05/1004	0.0239198988458518	0.0132620956325585	state	State	NNP	popular_lore	fiction	A3	A	AB	ABC	Z	Z	Z	Z	Z	 set his plane down on Towne field back of the <font color=green>State</font>  House when the wind was right, and used Wilson flat	2	1	146	50	8	NNP	essays
state/NNP/br-f05/568	0.0145881367698954	0.0142084883178336	state	State	NNP	popular_lore	fiction	A3	A	AB	ABC	Z	Z	Z	Z	Z	 the flood. Though the makeshift airports were ready, the York <font color=green>State</font>  Guard flyers proved unable to keep any kind of mail	2	1	188	50	7	NNP	essays
state/NNP/br-f14/1306	-0.0443897978145598	0.0909639978824755	state	State	NNP	popular_lore	fiction	C	C	C	ABC	person%1:03:00::	C1	C	C	ABC	 German state, including the Reich Minister of the Interior, the <font color=green>State</font>  Secretary in charge of the Four Year Plan, the Reich	4	0	136	0	4	NNP	essays
state/NNP/br-f24/1708	-0.0504787660025665	0.0303625403601802	state	States	NNP	popular_lore	fiction	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 Economics, headed the rural development division of USOM, the United <font color=green>States</font>  Operations Mission administering U. S. aid.`` What you see are	3	0	190	0	7	NNPS	essays
state/NNP/br-g02/719	-0.00964950044659594	0.00783959796200893	state	State	NNP	belles_lettres	fiction	B	B	AB	ABC	Z	Z	Z	Z	Z	 Ratified in the Republican Party victory in 1952, the Positive <font color=green>State</font>  is now evidenced by political campaigns being waged not on	4	3	234	75	8	NNP	fiction
state/NNP/br-g06/699	0.0171257915864553	0.0921608008247671	state	State	NNP	belles_lettres	fiction	B	B	AB	ABC	Z	Z	Z	Z	Z	 his tenure he also fulfilled guest engagements at the Berlin <font color=green>State</font>  Opera. Two years later he became director of the Frankfurt	3	2	198	67	5	NNP	fiction
state/NNP/br-g07/30	-0.0331897244942904	0.0538309118391393	state	State	NNP	belles_lettres	fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 That test, as President Kennedy forthrightly depicted it in his <font color=green>State</font>  of the Union message, will determine`` whether a nation organized	2	0	149	0	4	NNP	fiction
state/NNP/br-g10/357	-0.0749241319495473	0.00537000928307536	state	State	NNP	belles_lettres	fiction	A	A	AB	ABC	Z	Z	Z	Z	Z	 the right to secede from it. This right of the <font color=green>State</font> , its upholders contended, was essential to maintain the federal balance	4	2	187	50	8	NNP	fiction
state/NNP/br-k03/1304	0.417039501970294	0.0667469133264055	state	State	NNP	fiction_gral	fiction	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 a pharmacist. And so he had, so he had. At <font color=green>State</font>  College, he had no time to walk among the violets	1	0	120	0	3	NNP	fiction
state/NNP/br-k03/485	0.186480156126757	0.0388972075814448	state	States	NNP	fiction_gral	fiction	A5	A	AB	ABC	location%1:03:00::	A	A	AB	ABC	 I heard of some that tried it back in the <font color=green>States</font> , and he 'd knock them clear across the room. There	1	0	109	0	4	NNPS	fiction
